No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (YTD),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
398,SCG,SCANA Corp.,Utilities,Electric Utilities,USA,6309.24,16.07,14.57,2.75,1.52,1.58,225.33,,4.09%,64.19%,3.01,-0.16%,6.07%,2.51%,5.85%,-0.68%,25.29%,-9.20%,130.41,115.77,0.06%,0.01%,49.96%,-0.82%,3.84%,7.85,2.95%,10.13%,3.35%,0.84,0.57,1.17,1.38,33.53%,20.08%,9.56%,-1.31%,0.46%,5.15%,9.63%,31.22%,9.71%,0.51,0.55,0.83%,1.24%,-0.84%,0.31%,7.60%,-3.89%,4.67%,-3.89%,32.97%,48.78,-0.86%,0.27%,2.7,566.34,0.49,48.38,-0.60%,276883,8/2/12 8:30
399,SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,16818.25,19.7,17.6,1.73,3.53,1.85,2.08,,1.82%,36.23%,0.67,84.89%,10.29%,0.29%,11.40%,1.71%,4.16%,7.82%,1274.11,1080.64,0.38%,-53.81%,74.56%,2.39%,3.67%,4.45,0.81%,11.20%,8.60%,,,0.22,0.22,,28.47%,17.90%,2.72%,8.55%,4.18%,4.35%,19.24%,18.92%,1.31,0.31,2.06%,2.40%,3.26%,4.68%,4.18%,-1.20%,11.01%,-14.22%,27.35%,59.26,0.46%,0.00%,2.7,8902.81,0.78,13.2,0.46%,6946242,7/18/12
400,SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,USA,19046.95,17.68,16.21,3.27,3.66,2.03,,,3.84%,66.39%,1.65,10.61%,12.50%,3.76%,5.40%,3.52%,-22.18%,-6.40%,652.74,651.8,0.18%,55.63%,64.97%,-1.17%,1.27%,2.36,4.20%,12.28%,4.75%,0.41,,1.02,1.02,,32.46%,22.74%,-0.88%,-2.08%,1.60%,-5.04%,26.76%,-2.44%,0.95,0.42,0.83%,1.43%,-1.27%,0.87%,-1.02%,-4.97%,7.67%,-7.86%,30.71%,48.67,-0.48%,0.00%,2.4,3510.3,0.48,29.18,-0.48%,1690437,8/2/12 8:30
401,SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,2590.09,266.8,9.74,34.43,0.36,0.9,5.14,,3.90%,2437.50%,0.05,-44.44%,38.38%,-11.44%,7.75%,5.44%,-119.65%,65.30%,194.16,175.94,2.01%,-0.76%,74.59%,-0.69%,2.82%,1.7,0.06%,0.15%,0.07%,1.31,0.93,1.72,1.74,28.50%,5.25%,0.07%,-2.41%,-13.43%,-16.31%,-31.97%,-20.12%,-21.34%,1.32,0.45,2.07%,3.55%,-7.47%,-11.47%,-23.21%,-18.16%,15.90%,-37.04%,15.90%,33.81,-0.15%,0.07%,2.2,2921.15,0.68,13.34,-0.07%,1979728,8/2/12 8:30
402,SHLD,Sears Holdings Corporation,Services,Department Stores,USA,6002.15,,,,0.15,1.35,8.22,,,,-25.76,-2859.18%,-32.30%,23.43%,21.15%,-4.75%,12.42%,-6.62%,106.44,79.24,31.77%,-11.65%,78.67%,-2.81%,11.77%,13.14,-12.16%,-43.83%,-20.45%,1.13,0.18,0.44,0.74,25.98%,-2.28%,-6.74%,2.21%,13.74%,-0.65%,8.28%,7.96%,77.44%,1.97,2.42,5.26%,4.42%,7.85%,5.08%,1.12%,-10.42%,19.95%,-34.35%,95.19%,57.26,-1.48%,-0.14%,3.4,709.79,1.06,56.39,-1.62%,753287,8/16/12 8:30
403,SHW,The Sherwin-Williams Company,Industrial Goods,General Building Materials,USA,14142.41,27.73,17.85,1.77,1.53,9.19,303.36,27.26,1.13%,30.16%,4.97,-1.69%,20.40%,-0.28%,15.65%,2.34%,31.10%,9.27%,102.63,85.06,1.10%,-15.68%,71.58%,3.25%,3.92%,2.56,9.28%,34.94%,16.49%,1.04,0.63,0.41,0.81,43.01%,9.28%,5.64%,-2.25%,5.36%,15.98%,39.22%,97.22%,55.92%,0.64,2.57,1.56%,1.62%,0.76%,3.90%,25.46%,-2.89%,12.54%,-2.89%,101.06%,55.41,-1.50%,0.02%,2.9,1300.99,0.99,137.8,-1.48%,1289539,7/19/12 8:30
404,SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,8587.24,19.01,16.85,2.69,3.35,3.65,13.9,33.41,1.13%,20.09%,3.74,19.01%,9.33%,12.61%,7.06%,6.86%,3.44%,4.24%,120.76,120.46,0.09%,-32.66%,83.66%,-1.13%,6.19%,11.59,13.03%,19.76%,15.95%,2.43,1.48,0.13,0.32,52.71%,25.69%,17.82%,-0.41%,0.57%,0.31%,-0.59%,22.12%,14.47%,0.91,1.32,1.55%,1.76%,0.85%,-0.38%,3.33%,-5.11%,6.90%,-5.11%,24.51%,49.72,-0.49%,0.10%,2.6,643.19,0.65,71.11,-0.39%,419783,7/24/12 8:30
405,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,9290.21,20.87,14.99,2.69,1.68,1.8,40.44,38.23,2.47%,47.61%,4.03,1.07%,9.57%,8.05%,7.76%,20.80%,13.87%,14.17%,110.44,105.63,1.67%,2.22%,73.62%,-1.89%,2.37%,4.02,5.27%,8.71%,5.63%,2.66,1.11,0.39,0.4,34.17%,14.08%,8.32%,8.07%,11.61%,9.95%,17.29%,27.32%,9.70%,0.64,1.34,1.42%,1.28%,9.13%,10.83%,10.30%,-0.78%,15.70%,-0.78%,29.88%,80.49,-0.36%,0.20%,2.4,622.11,1.39,84.12,-0.15%,866510,8/17/12 8:30
406,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,98664.68,18.63,14.52,1.11,2.36,3.01,28.25,747.46,1.48%,26.07%,3.99,3.82%,18.79%,3.12%,16.84%,15.24%,27.47%,16.34%,1327.03,1323,0.19%,-10.32%,76.56%,-1.14%,1.02%,1.75,9.74%,16.64%,12.46%,1.83,1.41,0.24,0.32,21.32%,17.08%,12.96%,-0.16%,6.90%,12.43%,-6.68%,4.06%,9.68%,1.41,1.43,1.33%,1.99%,2.12%,8.84%,5.27%,-1.76%,25.76%,-7.58%,37.23%,64.39,-0.34%,0.35%,1.7,7718.79,0.64,74.35,0.01%,4939359,7/20/12 8:30
407,SLM,SLM Corporation,Financial,Credit Services,USA,7369.58,9.63,6.74,1.26,1.21,1.5,2.44,2.95,3.18%,27.31%,1.63,3.47%,8.88%,-16.69%,7.65%,-8.04%,1554.28%,41.90%,469.4,466.14,0.26%,-1.61%,98.19%,-3.71%,1.99%,2.13,0.43%,18.70%,0.50%,,,31.53,36.5,61.24%,21.53%,13.78%,-2.24%,1.62%,18.49%,-1.51%,24.50%,19.12%,1.38,0.36,1.68%,2.13%,-1.52%,0.30%,7.18%,-4.50%,10.88%,-6.17%,47.53%,46.57,-1.38%,-0.31%,1.6,4346.8,1.11,15.7,-1.69%,4841246,7/18/12 16:30
408,SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,USA,4072.36,14.2,12.68,1.09,1.4,2.49,23.46,32.71,1.94%,27.22%,4.93,47.39%,8.45%,23.27%,13.00%,3.06%,-2.11%,1.54%,58.16,57.81,0.41%,14.39%,86.12%,-3.32%,3.80%,5.25,7.74%,18.09%,9.50%,2.61,1.93,0.59,0.6,47.37%,16.95%,10.08%,2.67%,4.73%,17.25%,15.91%,54.81%,40.57%,1.53,1.45,1.51%,1.90%,2.90%,8.82%,19.51%,-0.68%,19.93%,-0.68%,71.52%,65.27,0.03%,0.13%,2,418.53,0.85,70.02,0.16%,353749,7/19/12 8:30
409,SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,10381.39,16.47,14.18,1.14,1.98,1.47,4.09,103.44,,0.00%,2.61,-25.85%,73.14%,33.30%,14.50%,11.69%,-94.79%,-24.93%,241.54,240.89,0.09%,16.01%,91.13%,1.60%,4.72%,2.06,6.56%,9.58%,7.68%,2.27,1.79,0.11,0.23,37.69%,19.69%,12.27%,6.04%,7.77%,31.76%,-9.48%,32.78%,-12.66%,1.79,1.37,3.15%,2.91%,3.82%,12.95%,-1.30%,-0.05%,33.98%,-19.60%,38.69%,65.57,1.27%,0.40%,2.3,5509.98,0.87,42.98,1.68%,4808612,7/19/12 16:30
410,SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,8701.02,18.54,15.37,1.37,3.97,5.91,33.24,17.68,0.82%,13.63%,3.15,20.49%,14.11%,14.83%,13.50%,9.38%,18.72%,12.55%,148.99,81.46,0.31%,-28.04%,69.06%,-7.70%,3.82%,3.11,18.83%,31.58%,22.51%,6.34,,0.94,0.94,,41.14%,30.23%,-1.53%,9.38%,10.96%,33.27%,51.81%,38.36%,1.12,1.12,1.20%,2.05%,2.43%,4.07%,20.47%,-4.53%,13.11%,-4.53%,66.02%,56.79,-0.07%,0.12%,2.7,999.88,0.64,58.4,0.05%,635131,8/2/12 8:30
411,SO,Southern Company,Utilities,Electric Utilities,USA,39803.38,18.48,16.25,3.43,2.35,2.09,60.4,,4.28%,76.34%,2.48,8.06%,6.82%,3.93%,5.38%,4.23%,1.03%,-7.52%,868.69,862.44,0.02%,6.11%,44.02%,0.94%,1.14%,2.45,3.82%,12.35%,4.25%,1.05,0.62,1.01,1.14,40.17%,24.54%,13.21%,-1.67%,-2.80%,1.64%,5.92%,19.48%,2.16%,0.26,0.42,0.75%,0.95%,-2.46%,-2.04%,2.86%,-4.72%,0.43%,-4.72%,19.96%,32.72,-0.11%,-0.22%,3,4006.18,1.2,45.82,-0.33%,4796613,7/25/12 7:30
412,SPG,Simon Property Group Inc.,Financial,REIT - Retail,USA,48080.84,31.33,44.4,2.39,10.56,8.09,75.3,89.51,2.65%,73.81%,5.06,66.05%,-12.71%,9.93%,13.08%,5.26%,1.60%,14.14%,303.33,297.96,0.08%,-6.30%,97.81%,-2.74%,1.72%,4.4,6.43%,28.13%,7.13%,,,3.78,3.78,80.77%,45.11%,39.94%,1.28%,2.33%,7.98%,19.06%,47.45%,25.43%,1.49,2.13,1.19%,1.37%,0.04%,2.15%,13.00%,-2.55%,8.97%,-2.55%,57.64%,55.16,-0.40%,0.05%,2.1,1166.38,0.71,158.51,-0.35%,823135,7/24/12 8:30
413,SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",USA,7649.48,8.43,7.68,0.77,0.31,1.13,7.77,8.5,3.93%,31.16%,1.33,15.17%,5.80%,1.22%,10.94%,6.62%,-28.77%,-5.52%,682.38,677.08,0.60%,9.64%,90.24%,-2.58%,8.77%,4.96,6.88%,13.20%,9.76%,1.56,0.89,0.23,0.3,26.80%,6.25%,3.72%,-16.72%,-10.10%,-16.90%,-25.42%,-16.41%,-18.06%,0.9,0.37,2.27%,2.06%,-10.91%,-11.48%,-21.06%,-17.69%,2.00%,-33.11%,2.00%,28.38,-0.27%,0.00%,2.7,11983.07,1.23,11.21,-0.27%,14786607,8/15/12 8:30
414,SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,USA,7728.2,30.59,24.65,1.88,4.3,5.64,141.46,24.79,,0.00%,2.95,12.40%,11.93%,18.24%,16.25%,16.24%,23.24%,14.26%,85.65,82.58,0.87%,-37.13%,92.96%,1.79%,5.63%,9.91,8.20%,19.76%,9.09%,1.44,,0.94,1,44.89%,25.27%,14.39%,0.26%,-2.59%,7.48%,2.64%,11.23%,15.80%,0.28,1.43,1.31%,1.74%,-1.09%,-0.92%,5.75%,-4.66%,3.77%,-4.66%,19.12%,46.93,-0.24%,-0.12%,2,469,0.58,90.23,-0.36%,273746,7/25/12 16:30
415,SRE,Sempra Energy,Utilities,Gas Utilities,USA,16375.18,18.56,15.72,4.42,1.7,1.66,74.1,,3.54%,58.69%,3.65,88.51%,2.62%,6.12%,4.20%,-3.12%,-87.95%,-13.75%,241.7,240.99,0.18%,-10.31%,67.70%,-3.03%,1.37%,3.33,2.83%,9.11%,3.26%,0.46,0.4,1.04,1.18,31.73%,17.34%,9.68%,-2.28%,-2.42%,6.78%,18.53%,44.06%,25.58%,0.51,0.93,1.09%,1.35%,-2.37%,-1.42%,12.35%,-6.32%,3.41%,-6.32%,45.14%,40.91,-1.58%,0.01%,2.5,993.15,0.93,67.75,-1.57%,926837,8/2/12 9:00
416,STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,13612.77,16.97,9.69,1.39,2.23,0.66,2.35,4.58,0.79%,13.41%,1.49,634.18%,31.16%,-30.57%,12.21%,-8.79%,54.57%,-3.49%,538.48,536.78,0.21%,8.65%,78.34%,2.96%,2.40%,2.33,0.47%,4.01%,,,,0.64,1.1,,11.40%,9.68%,1.24%,10.20%,12.46%,14.65%,48.62%,43.47%,1.45,0.55,1.40%,2.01%,4.42%,6.40%,15.75%,-1.21%,19.47%,-1.21%,60.81%,64.25,-0.98%,0.31%,2.3,5541.25,0.72,25.28,-0.67%,3974749,7/20/12 8:30
417,STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,USA,11912.61,15.06,10.54,1.46,2.13,2.63,9.81,15.99,2.42%,34.49%,2.52,-8.05%,4.96%,11.42%,10.29%,11.19%,6.89%,-2.54%,313.82,306.82,2.12%,0.30%,88.28%,0.34%,1.83%,1.76,8.83%,17.25%,9.92%,3.59,2.97,0.64,0.65,73.88%,19.79%,14.43%,-1.12%,3.10%,-1.61%,-10.20%,-5.60%,11.94%,0.74,0.93,2.49%,1.97%,0.55%,0.13%,-1.36%,-5.34%,9.70%,-16.04%,20.20%,50.56,-0.58%,0.03%,2.2,3188.59,1,37.96,-0.55%,3176099,7/18/12 8:30
418,STT,State Street Corp.,Financial,Regional - Northeast Banks,USA,20050.75,11.34,9.67,1.13,6.59,1.01,3.29,6.03,2.29%,22.58%,3.69,22.66%,12.18%,3.05%,10.03%,-7.39%,-1.93%,9.32%,479.11,477.26,0.59%,-1.40%,89.54%,1.18%,1.24%,1.62,0.95%,9.35%,,,,0.32,1.04,,25.03%,19.33%,1.53%,5.36%,1.55%,6.79%,34.52%,4.97%,1.42,0.76,1.10%,1.48%,2.54%,-0.76%,0.42%,-7.19%,7.45%,-10.70%,42.33%,53.29,-0.26%,0.12%,2.3,3655.36,0.82,41.85,-0.14%,3008574,7/17/12 8:30
419,STX,Seagate Technology PLC,Technology,Data Storage Devices,Ireland,13793.21,5.38,4.97,0.21,0.92,3.93,6.51,6.12,3.69%,12.81%,6.45,493.10%,-6.68%,33.07%,25.67%,5.63%,785.15%,56.77%,397.27,344.69,12.29%,-11.69%,74.10%,-43.48%,7.52%,2.02,29.61%,96.04%,45.89%,1.86,1.59,0.82,0.82,31.36%,20.81%,19.16%,1.97%,32.07%,32.98%,33.64%,254.29%,117.68%,2.39,1.14,2.50%,3.62%,9.74%,26.81%,44.27%,-2.77%,57.19%,-2.77%,298.94%,75.78,-1.42%,0.40%,2.5,12825.85,0.7,34.72,-1.03%,8926650,7/30/12 16:30
420,STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,5710.03,16.6,12.06,1.55,2.15,2.48,82.63,9.98,,0.00%,1.94,-18.68%,34.85%,6.72%,10.70%,-12.64%,7.81%,-0.08%,177.33,169.08,0.30%,-6.99%,91.53%,-5.86%,1.89%,1.02,6.28%,17.65%,6.96%,3.35,1.1,1.43,1.49,40.04%,18.39%,16.67%,4.95%,13.78%,71.55%,47.37%,68.32%,55.78%,1.13,0.74,2.73%,2.27%,7.96%,20.68%,44.44%,-1.23%,72.28%,-1.23%,88.86%,75.53,0.72%,0.03%,2.3,3137.66,0.72,32.2,0.75%,2256750,6/29/12 8:30
421,SUN,"Sunoco, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,4920.22,,25.81,,0.1,5.38,2.61,26.31,1.70%,,-8.54,-732.97%,52.94%,-27.25%,9.10%,3.92%,1549.09%,8.05%,104.73,104.48,0.23%,49.73%,77.33%,-6.22%,4.37%,3.67,-6.52%,-52.56%,-12.64%,1.28,1.16,2.78,2.78,4.58%,-3.03%,-1.51%,-1.14%,-1.59%,-1.07%,20.34%,39.37%,16.09%,0.65,0.39,0.59%,0.87%,-1.28%,-1.09%,11.67%,-2.63%,1.36%,-6.91%,66.04%,39.9,-0.13%,-0.04%,2.4,1245.13,0.63,46.98,-0.17%,790172,8/2/12 16:30
422,SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,11358.86,18.56,10.64,1.42,1.05,1.68,19.66,32.06,2.90%,43.33%,3.64,201.97%,15.45%,4.07%,13.10%,21.63%,-19.26%,8.10%,168.13,166.51,1.42%,-0.42%,86.70%,-1.64%,3.13%,2.67,3.77%,8.76%,4.87%,1.14,0.72,0.43,0.57,36.46%,6.80%,5.64%,1.18%,3.95%,-0.75%,-7.91%,23.71%,1.14%,1.42,1.62,1.68%,2.16%,0.53%,5.08%,-2.00%,-2.34%,15.31%,-16.97%,46.19%,54.91,1.02%,0.27%,1.9,1953.92,0.8,67.56,1.29%,1571562,7/18/12 8:30
423,SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,USA,11293.71,,21.01,,4.08,3.21,272.14,,,,-0.14,5.39%,25.20%,30.87%,7.35%,31.08%,-393.00%,-21.62%,349.11,343.02,0.16%,-3.46%,91.25%,0.66%,6.45%,3.83,-0.66%,-1.37%,-0.74%,1.13,1.09,0.47,0.47,66.47%,-1.52%,-1.69%,3.35%,2.02%,10.75%,-7.17%,-9.49%,1.28%,0.62,1.05,2.20%,3.51%,0.51%,4.55%,0.41%,-6.69%,26.22%,-27.07%,26.22%,54.76,0.15%,0.37%,2.3,5779.33,0.53,32.35,0.53%,3040280,8/2/12 16:30
424,SWY,Safeway Inc.,Services,Grocery Stores,USA,3829.6,8.64,7.58,0.94,0.09,1.48,15.17,,4.38%,31.30%,1.85,-3.27%,7.11%,-5.02%,9.15%,1.66%,21.32%,1.87%,239.5,237.37,0.43%,6.19%,,-5.45%,26.41%,9.53,3.74%,15.07%,5.15%,0.92,0.29,2.35,2.67,26.70%,2.44%,1.25%,-0.87%,4.78%,-15.13%,-28.26%,-2.97%,-22.68%,0.76,0.44,1.70%,2.43%,1.89%,-3.69%,-17.49%,-13.99%,8.55%,-29.77%,8.55%,49.33,-0.31%,0.00%,2.7,6579.81,0.8,15.99,-0.31%,5273808,7/19/12 8:30
425,SYK,Stryker Corp.,Healthcare,Medical Appliances & Equipment,USA,20657.89,14.88,12.17,1.34,2.43,2.6,5.97,19.85,1.57%,22.40%,3.65,8.33%,9.05%,13.01%,11.12%,10.05%,7.53%,2.96%,380.44,305.54,0.34%,-41.30%,65.53%,0.78%,1.74%,3.09,11.76%,17.84%,13.51%,4.83,3.97,0.22,0.22,67.23%,20.94%,16.48%,0.95%,7.00%,5.40%,2.41%,25.72%,10.10%,0.88,0.85,1.22%,1.37%,2.81%,2.23%,4.42%,-1.84%,8.51%,-4.61%,26.15%,59.16,-0.49%,0.13%,2.1,1721.82,0.96,54.3,-0.37%,1644457,7/18/12 16:00
426,SYMC,Symantec Corporation,Technology,Security Software & Services,USA,12646.07,11.53,10.11,1.24,1.87,2.53,3.08,8.88,,0.00%,1.56,106.29%,9.20%,30.67%,9.29%,5.30%,-4.32%,0.91%,702.95,700.07,0.38%,23.60%,94.24%,-2.65%,1.21%,0.86,9.02%,24.11%,14.20%,1.02,1.02,0.42,0.61,83.59%,15.51%,17.11%,4.71%,34.15%,19.93%,0.62%,14.95%,14.95%,0.89,0.47,2.59%,2.98%,8.66%,19.05%,10.34%,-0.55%,37.75%,-4.71%,37.75%,74.1,0.73%,-0.06%,2.2,9828.38,1.3,17.99,0.67%,12783358,7/25/12 16:30
427,SYY,Sysco Corp.,Services,Food Wholesale,USA,17707.52,15.91,14.06,2.36,0.42,3.78,,,3.57%,,1.9,2.60%,8.59%,3.32%,6.75%,,-8.00%,5.90%,585.76,584.58,0.10%,13.57%,78.04%,0.41%,4.63%,6.71,,,,,,,,,,,-0.72%,5.88%,10.69%,4.71%,16.99%,5.92%,0.72,0.43,1.11%,1.37%,2.85%,3.88%,5.62%,-1.79%,7.31%,-1.79%,25.10%,61.05,-0.49%,0.07%,3.1,4035.69,0.82,30.23,-0.43%,3327905,8/13/12 8:30
428,T,"AT&T, Inc.",Technology,Telecom Services - Domestic,USA,211087.71,48.79,14.24,5.3,1.66,2.06,98.13,37.52,4.81%,232.23%,0.75,-79.33%,7.08%,-18.83%,9.21%,14.98%,10.05%,0.25%,5769,5766.65,0.05%,3.96%,56.13%,-1.61%,0.95%,1.99,1.74%,4.08%,1.97%,0.64,,0.59,0.62,51.45%,7.98%,3.67%,-1.77%,3.42%,10.44%,24.08%,36.07%,26.04%,0.56,0.52,0.95%,1.45%,-1.34%,1.86%,16.25%,-4.41%,7.63%,-4.41%,41.86%,48.29,-0.73%,-0.08%,2.5,27541.57,0.89,36.59,-0.81%,24507390,7/24/12 8:30
429,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,8007.04,14.75,10.98,3.55,2.24,1.03,15.52,15.47,2.89%,36.23%,3,1.37%,3.60%,10.90%,4.15%,-9.67%,-51.66%,7.05%,180.95,133.62,0.52%,-1.05%,81.40%,-2.95%,1.93%,2.43,3.71%,6.90%,4.34%,0.8,0.68,0.52,0.63,41.16%,20.77%,15.19%,1.89%,8.54%,11.57%,1.19%,6.14%,3.22%,0.78,0.72,1.18%,1.82%,3.34%,7.30%,6.84%,-0.27%,15.08%,-2.85%,19.30%,66.26,-0.18%,0.20%,3,1060.09,1.15,44.25,0.02%,1217804,8/7/12
430,TDC,Teradata Corporation,Technology,Diversified Computer Systems,USA,12707.38,33.35,23.63,2.1,4.98,7.32,15.48,28.05,,0.00%,2.26,16.25%,13.93%,14.09%,15.86%,8.83%,8.80%,14.46%,168.6,168.15,0.55%,-4.14%,86.77%,-2.80%,1.73%,1.64,14.43%,25.03%,19.51%,2,1.95,0.16,0.16,55.70%,21.23%,15.20%,-0.15%,13.56%,8.32%,17.73%,67.15%,55.37%,0.97,1.8,1.63%,2.68%,5.12%,7.98%,19.37%,-2.55%,21.47%,-5.66%,72.20%,62.06,0.19%,0.00%,2.2,1768.59,0.59,75.37,0.19%,1035012,8/2/12 8:30
431,TE,"TECO Energy, Inc.",Utilities,Electric Utilities,USA,3847.71,14.5,13.72,3.83,1.21,1.68,32.77,,4.94%,71.11%,1.23,14.13%,4.00%,1.49%,3.78%,-0.61%,-5.58%,-10.99%,215.8,202.06,1.33%,13.44%,58.90%,0.89%,3.96%,4.92,3.67%,11.79%,4.15%,1,0.71,1.26,1.39,36.52%,19.07%,8.41%,-0.94%,-0.11%,3.90%,1.60%,9.25%,-3.36%,0.78,0.23,0.93%,1.29%,0.14%,0.05%,1.35%,-3.17%,2.58%,-4.68%,15.86%,50.9,-0.34%,0.22%,2.9,1624.78,0.97,17.83,-0.11%,1569272,8/2/12 8:30
432,TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,USA,4406.94,20.18,16.08,2.8,1.06,1.44,171.48,,4.83%,95.85%,2.79,1.78%,9.03%,-3.84%,7.20%,-7.33%,62.59%,-16.71%,78.29,77.56,0.08%,-24.20%,53.44%,0.75%,6.00%,11.42,2.34%,7.40%,2.75%,0.85,0.76,0.57,0.79,17.38%,8.84%,5.38%,-3.43%,-5.63%,4.98%,6.69%,23.88%,6.53%,0.83,0.8,1.02%,1.33%,-5.21%,-3.22%,5.51%,-9.09%,2.25%,-9.09%,27.93%,31.16,-0.65%,-0.09%,3,407.86,0.81,56.29,-0.74%,330909,8/8/12 16:30
433,TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,15332.71,14.17,10.67,1.55,1.11,1.98,11.78,16.16,2.34%,29.30%,2.53,21.57%,17.89%,-0.66%,9.16%,3.92%,-23.60%,-2.24%,427.81,426.88,0.20%,19.56%,87.78%,-4.29%,0.60%,1.54,5.92%,14.25%,7.50%,1.58,1.12,0.35,0.49,30.47%,11.44%,7.92%,2.46%,13.10%,14.29%,1.67%,30.95%,17.66%,1.96,0.67,1.21%,1.84%,5.68%,9.86%,7.19%,0.25%,18.28%,-4.29%,37.21%,69.29,0.11%,0.14%,1.7,1671.73,0.8,35.84,0.25%,1330890,7/25/12 8:30
434,TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,USA,2962.05,10.89,7.78,0.88,1.87,1.75,4.26,17.84,,0.00%,1.45,-10.30%,11.54%,7.69%,12.38%,1.05%,26.90%,33.56%,187.59,185.64,0.27%,13.44%,,0.16%,11.17%,7.01,14.75%,21.66%,17.90%,3.09,2.77,0.1,0.1,50.70%,15.86%,20.61%,3.34%,18.01%,8.22%,-2.71%,44.73%,15.85%,1.88,0.4,2.06%,2.74%,5.30%,10.41%,4.82%,-1.00%,21.93%,-12.33%,52.27%,63.42,0.38%,0.19%,2.1,2957.54,1.13,15.79,0.57%,3353199,7/25/12 16:30
435,TGT,Target Corp.,Services,"Discount, Variety Stores",USA,41934.61,14.68,13.11,1.16,0.59,2.64,29.08,35.72,2.25%,27.24%,4.37,6.98%,12.16%,5.95%,12.60%,3.27%,3.35%,3.32%,653.9,653.12,0.14%,5.78%,83.62%,-2.05%,1.44%,1.87,6.33%,18.95%,8.65%,1.23,0.65,0.96,1.16,30.63%,6.22%,4.12%,1.18%,6.72%,13.81%,22.43%,31.06%,27.34%,0.88,0.86,1.08%,1.21%,3.29%,6.90%,16.01%,-1.32%,13.76%,-1.32%,38.03%,68.04,0.39%,0.38%,2.3,5027.19,0.82,64.13,0.77%,4128689,8/15/12 8:30
436,THC,Tenet Healthcare Corp.,Healthcare,Hospitals,USA,2142.3,36.71,7.79,3.34,0.24,1.82,26.13,,,0.00%,0.14,-93.43%,17.86%,23.63%,11.00%,2.72%,78.11%,6.24%,416.79,412.62,0.89%,27.06%,90.23%,-2.88%,5.15%,3.42,0.89%,4.68%,1.13%,1.37,1.29,3.84,4.04,35.92%,5.55%,0.84%,-2.10%,14.99%,9.83%,-7.39%,11.26%,0.19%,2.22,0.19,2.64%,4.12%,4.67%,4.86%,1.76%,-8.87%,19.26%,-15.04%,48.55%,56.1,-0.96%,0.58%,2.6,6213.53,1.5,5.14,-0.39%,9322695,8/7/12 8:30
437,TIE,Titanium Metals Corporation,Basic Materials,Industrial Metals & Minerals,USA,2261.78,20.84,14.04,1.39,2.1,1.86,82.55,,2.32%,48.08%,0.62,43.09%,37.31%,-16.00%,15.00%,-2.45%,-1.56%,3.57%,175.06,79.85,3.45%,0.33%,26.19%,-3.84%,5.62%,2.6,6.96%,8.82%,7.81%,6.23,1.59,0.08,0.08,21.48%,15.64%,10.55%,3.61%,15.05%,7.04%,-12.05%,-2.27%,-12.70%,1.56,0.32,1.81%,2.87%,5.99%,12.09%,-5.07%,-1.82%,23.99%,-26.83%,23.99%,68.49,0.39%,0.16%,2,1725.51,0.84,12.92,0.54%,1452938,8/6/12
