No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
374,PSA,Public Storage,Financial,REIT - Diversified,USA,24649.97,45.92,32.08,4.07,13.71,3.01,56.22,,3.06%,130.07%,3.13,41.77%,13.42%,58.64%,11.28%,4.90%,-0.02%,5.37%,171.49,143.82,10.21%,-9.09%,78.75%,0.11%,1.50%,3.1,8.86%,10.36%,9.12%,,,0.1,0.1,69.14%,45.48%,45.48%,-3.41%,-0.22%,4.17%,5.74%,35.34%,8.67%,0.91,2.23,1.93%,1.46%,-1.65%,1.61%,7.51%,-5.32%,11.02%,-5.32%,43.14%,47.87,0.67%,-0.10%,2.8,695.09,0.77,144.56,0.57%,533835,8/2/12 16:30
375,PSX,Phillips 66,Basic Materials,Oil & Gas Refining & Marketing,USA,25210.89,5.33,7.15,0.78,0.14,1.01,,,1.98%,,7.57,,-10.30%,0.00%,6.85%,,-5.90%,2.60%,625.27,625.19,,,,,1.24%,1.66,,,,,,,,,,,5.27%,21.08%,24.83%,,,19.22%,,1.09,2.30%,2.85%,7.40%,16.11%,18.48%,-2.03%,37.50%,-2.03%,39.87%,71.38,-0.65%,-0.15%,2.3,4666.74,0.45,40,-0.79%,2107632,8/1/12 8:00
376,PWR,"Quanta Services, Inc.",Industrial Goods,General Contractors,USA,5140.17,22.55,16.28,3.02,0.9,1.45,29.73,,,,1.09,-14.04%,23.77%,35.18%,7.47%,16.99%,107.95%,50.03%,209.12,207.14,1.08%,-1.74%,89.23%,-0.71%,2.45%,2.6,5.36%,6.72%,6.24%,2.33,2.25,0.01,0.01,14.49%,6.62%,4.31%,2.72%,8.14%,6.68%,9.44%,47.72%,14.11%,0.98,0.63,2.28%,2.45%,6.27%,7.69%,13.84%,-1.16%,17.16%,-1.16%,54.88%,64.09,1.39%,-0.57%,1.9,1957.94,0.74,24.78,0.81%,1452435,8/2/12 8:30
377,PX,Praxair Inc.,Basic Materials,Synthetics,USA,32193.42,19.31,16.92,1.79,2.84,5.73,309.55,,2.04%,33.94%,5.59,42.05%,13.12%,12.68%,10.77%,6.21%,2.86%,-1.64%,298.17,297.86,0.11%,50.46%,88.18%,-0.48%,1.05%,2.62,10.35%,28.25%,12.46%,0.97,0.8,1.06,1.25,42.70%,22.15%,15.10%,4.75%,0.57%,-2.87%,0.79%,19.29%,2.05%,0.87,1.91,1.52%,1.70%,1.90%,1.98%,1.53%,-1.92%,8.16%,-7.01%,24.54%,57.36,0.73%,-0.55%,2.2,1195.05,0.51,108.16,0.18%,608838,7/25/12 8:30
378,PXD,Pioneer Natural Resources Co.,Basic Materials,Independent Oil & Gas,USA,12286.01,37.13,17.64,2.43,3.48,2.13,38.66,27.77,0.08%,,2.69,-15.41%,36.39%,23.09%,15.28%,13.25%,-132.67%,14.85%,123.02,121.66,1.46%,1.70%,97.76%,-0.11%,7.56%,3.98,3.69%,6.66%,4.02%,1.35,1.08,0.57,0.57,72.62%,17.09%,12.04%,8.55%,17.38%,-4.18%,-9.32%,36.16%,11.65%,1.86,3.4,2.52%,3.33%,7.02%,10.13%,1.01%,-3.62%,26.97%,-17.51%,67.70%,60.37,1.09%,-2.64%,1.9,2310.21,0.63,98.29,-1.58%,1458597,7/31/12 16:30
379,QCOM,QUALCOMM Incorporated,Technology,Communication Equipment,USA,105607.7,20.88,15.2,1.46,5.75,3.26,7.88,28.83,1.61%,29.96%,2.97,27.38%,12.09%,13.38%,14.30%,14.72%,18.70%,27.68%,1703.35,1681.43,0.02%,-29.13%,83.09%,0.06%,0.98%,1.28,13.15%,17.49%,15.11%,2.97,2.82,0,0.03,63.23%,30.46%,27.76%,5.30%,14.03%,-0.34%,0.88%,33.30%,14.22%,0.99,1.21,1.32%,2.17%,6.20%,8.61%,5.60%,-0.03%,16.75%,-9.62%,36.99%,67.92,0.46%,-0.48%,1.9,12876.49,0.43,61.98,-0.03%,5527994,7/18/12 16:30
380,QEP,"QEP Resources, Inc.",Basic Materials,Oil & Gas Drilling & Exploration,USA,5009.56,19.99,14.68,0.89,1.77,1.49,34.22,,0.28%,5.55%,1.41,-6.16%,28.86%,-55.16%,22.48%,11.47%,-100.76%,-38.21%,177.77,176.86,0.79%,10.20%,80.02%,-0.06%,3.86%,3.96,3.52%,7.87%,3.83%,1.63,1.42,0.55,0.55,53.12%,6.79%,9.14%,4.37%,-0.77%,-4.57%,-10.31%,-18.32%,-3.69%,,1.07,2.98%,3.53%,-2.93%,0.60%,-6.82%,-8.33%,14.78%,-27.16%,18.86%,48.44,0.07%,-0.89%,2,1723.23,0.79,27.95,-0.82%,1362945,7/31/12 16:30
381,R,"Ryder System, Inc.",Services,Rental & Leasing Services,USA,2073.43,11.24,9.3,1.26,0.33,1.5,28.58,,3.06%,32.40%,3.61,39.97%,13.84%,-3.90%,8.93%,-0.83%,15.37%,3.34%,51.12,50.01,0.91%,9.41%,90.33%,-0.71%,2.67%,1.51,2.39%,12.90%,2.86%,0.78,0.73,2.43,2.71,18.18%,4.54%,3.00%,5.41%,21.33%,-10.23%,-24.19%,-4.61%,-22.74%,1.56,0.99,1.92%,2.53%,8.54%,6.86%,-14.58%,-6.97%,24.63%,-28.28%,24.63%,65.7,1.26%,-0.59%,2,885.27,0.46,40.83,0.67%,411116,7/24/12 8:30
382,RAI,Reynolds American Inc.,Consumer Goods,Cigarettes,USA,25665.78,18.01,14.36,2.46,3.06,4.36,25.54,,5.20%,88.51%,2.52,5.07%,6.76%,4.55%,7.33%,0.07%,39.02%,-4.01%,565.45,322.42,0.10%,-88.26%,46.75%,0.22%,2.00%,2.37,9.36%,23.31%,12.55%,0.78,0.56,0.44,0.67,48.83%,29.80%,17.42%,-1.75%,-0.68%,13.50%,16.03%,46.28%,12.66%,0.55,0.59,1.31%,1.21%,-0.11%,3.79%,12.62%,-1.96%,16.26%,-1.96%,49.00%,56.57,1.37%,0.00%,2.9,2719.72,0.72,46.01,1.37%,1961732,7/24/12 8:30
383,RDC,Rowan Companies Inc.,Basic Materials,Oil & Gas Drilling & Exploration,USA,4433.23,26.06,9.62,1.44,3.71,1,6.66,,,,1.37,-52.32%,70.18%,-17.65%,18.14%,-9.07%,18.14%,57.05%,124.18,122.38,0.73%,32.05%,89.87%,3.56%,3.90%,2.31,2.50%,3.92%,2.64%,3.28,,0.31,0.34,44.52%,16.52%,14.31%,2.47%,5.15%,10.70%,-2.33%,11.15%,17.71%,1.63,1.03,2.51%,2.72%,2.21%,8.86%,6.63%,-2.16%,24.81%,-9.34%,26.98%,60.09,0.96%,-0.90%,2.2,2060.7,0.53,35.72,0.06%,1097896,8/2/12 8:30
384,RF,Regions Financial Corp.,Financial,Regional - Southeast Banks,USA,9848.61,23.23,8.71,2.9,2.42,0.68,4.92,,0.57%,12.81%,0.3,96.48%,14.29%,-24.42%,8.00%,-5.52%,895.26%,-7.62%,1413,1411.98,0.24%,5.94%,68.93%,-0.49%,1.34%,0.93,0.51%,2.98%,,,,0.43,0.66,,16.49%,12.00%,3.72%,6.25%,4.65%,23.14%,66.35%,62.47%,1.49,0.18,1.83%,2.61%,2.58%,6.68%,24.12%,-2.37%,28.44%,-2.37%,149.79%,58.43,1.30%,-0.86%,2.6,20391.59,0.45,7,0.43%,9156403,7/24/12 8:30
385,RHI,Robert Half International Inc.,Services,Staffing & Outsourcing Services,USA,4026.32,22,15.73,1.27,1.01,4.81,,,2.13%,,1.28,135.53%,20.13%,-8.48%,17.36%,-1.21%,28.21%,9.64%,142.98,134.05,4.56%,7.59%,88.64%,0.40%,6.40%,7.19,,,,,,,,39.90%,7.42%,4.51%,5.23%,-0.39%,-2.02%,-4.32%,31.53%,-0.04%,1.16,0.66,1.79%,2.38%,2.53%,1.40%,0.37%,-4.53%,9.11%,-12.10%,45.82%,56.27,0.61%,-0.25%,2.2,1193.11,1.18,28.26,0.36%,1410128,7/24/12 16:30
386,RHT,"Red Hat, Inc.",Technology,Application Software,USA,11162.93,75.1,40.73,4.06,9.44,7.89,13.63,30.4,,0.00%,0.77,36.61%,19.33%,20.67%,18.48%,23.11%,15.65%,18.88%,193.03,192.36,0.46%,2.30%,94.43%,-0.14%,3.35%,2.8,6.41%,11.04%,9.36%,1.45,,0,0,84.61%,17.37%,12.82%,9.09%,12.60%,3.19%,18.55%,63.73%,40.06%,1.3,1.87,2.72%,3.32%,5.27%,5.57%,10.45%,-2.89%,15.35%,-9.10%,79.54%,58.39,-1.18%,-0.19%,2.2,2303.65,0.92,57.04,-1.37%,2128101,6/20/12 16:30
387,RL,Ralph Lauren Corporation,Consumer Goods,Textile - Apparel Clothing,USA,13566.5,20.82,16.26,1.62,1.98,3.77,11.43,25.18,1.08%,10.85%,7.13,24.00%,15.42%,13.86%,12.83%,9.81%,33.43%,13.74%,91.4,60.3,1.54%,2.92%,,0.35%,3.57%,1.65,13.10%,19.58%,15.80%,3.06,2.18,0.08,0.08,58.29%,15.15%,9.93%,5.93%,6.95%,-6.07%,-13.63%,19.28%,7.93%,1.5,5.16,3.33%,3.16%,2.70%,4.26%,-2.91%,-4.16%,11.82%,-17.38%,26.60%,56.44,2.03%,-0.85%,2.3,1309.01,0.62,150.16,1.17%,812695,8/8/12 8:30
388,ROK,Rockwell Automation Inc.,Industrial Goods,Industrial Electrical Equipment,USA,10031.53,13.8,12.76,0.93,1.61,5.3,8.68,78.56,2.65%,25.36%,5.15,57.02%,8.79%,10.24%,14.83%,5.66%,8.62%,2.92%,141.15,140.38,0.54%,1.33%,72.86%,-0.29%,2.37%,2.16,13.89%,38.87%,17.26%,3.87,3.03,0.47,0.61,40.51%,15.47%,11.90%,6.82%,12.27%,-7.92%,-12.23%,24.29%,-2.08%,1.69,1.93,2.22%,2.97%,6.85%,6.50%,-3.78%,-5.02%,16.03%,-15.71%,43.37%,62.79,0.85%,-0.93%,2.2,1537.71,0.65,71.01,-0.08%,1002105,7/25/12 8:30
389,ROP,Roper Industries Inc.,Technology,Scientific & Technical Instruments,USA,10121.03,22.58,18.22,1.58,3.5,2.97,19.5,19.09,0.53%,11.15%,4.6,30.11%,16.09%,15.34%,14.33%,10.46%,6.69%,3.57%,97.43,96.46,1.43%,-3.46%,95.77%,-0.94%,3.41%,6.29,8.45%,14.23%,9.37%,2.59,2.18,0.3,0.31,54.62%,24.37%,15.76%,1.78%,9.55%,2.33%,10.33%,54.58%,20.12%,0.83,2.27,1.13%,2.31%,6.14%,6.45%,11.58%,-3.79%,13.22%,-3.79%,62.39%,68.91,1.29%,-0.43%,2.8,521.95,0.55,104.76,0.85%,286683,7/30/12 8:30
390,ROST,Ross Stores Inc.,Services,Apparel Stores,USA,15292.07,22.23,17.65,1.72,1.72,9.49,20.62,27.1,0.83%,16.44%,3.05,23.51%,11.95%,27.40%,12.92%,9.10%,25.23%,13.61%,225.58,221.05,1.24%,-7.29%,89.68%,-0.34%,1.19%,1.17,21.12%,45.93%,35.08%,1.5,0.67,0.09,0.09,27.58%,12.48%,7.79%,2.29%,1.60%,9.96%,31.35%,100.03%,43.32%,0.69,1.27,1.37%,1.80%,-0.57%,1.74%,19.98%,-4.11%,12.40%,-4.11%,102.59%,51.16,-0.78%,-0.15%,2.3,2247.91,0.69,67.16,-0.93%,1544180,8/16/12 8:30
391,RRC,Range Resources Corporation,Basic Materials,Independent Oil & Gas,USA,10747.09,244.96,59.59,10.86,7.6,4.34,67169.3,,0.24%,59.75%,0.27,-53.53%,60.87%,-28.49%,22.55%,10.35%,20.67%,31.96%,162.49,158.65,2.91%,10.52%,96.15%,5.14%,6.89%,4.47,0.75%,1.86%,0.81%,0.69,0.66,1.09,1.09,86.71%,5.53%,3.13%,8.14%,12.56%,-1.53%,4.55%,19.97%,6.92%,0.55,2.3,3.23%,3.66%,5.91%,10.02%,6.44%,-1.81%,24.65%,-14.21%,26.91%,64.32,1.04%,-1.04%,2.2,2445.03,0.77,66.13,-0.02%,1877250,7/24/12 16:30
392,RRD,R.R. Donnelley & Sons Company,Services,Business Services,USA,2293.42,,6.91,,0.22,2.17,6.22,6.02,8.18%,,-0.26,-159.84%,1.66%,-11.26%,2.95%,2.64%,698.77%,-3.61%,180.3,178.71,1.69%,5.18%,,-0.72%,33.22%,25.41,-0.48%,-2.98%,-0.65%,1.45,1.2,3.22,3.55,23.19%,1.07%,-0.39%,3.84%,6.18%,15.32%,1.84%,-0.86%,-6.19%,1.92,0.42,3.55%,3.30%,3.08%,10.02%,3.14%,-2.97%,27.71%,-18.08%,30.65%,62.15,0.55%,-0.39%,2.2,2337,1.18,12.74,0.16%,2756799,8/1/12 8:30
393,RSG,"Republic Services, Inc.",Industrial Goods,Waste Management,USA,10516.41,15.82,13.91,2.4,1.28,1.37,151.75,24.52,3.27%,48.02%,1.82,18.64%,8.38%,2.29%,6.60%,21.69%,230.70%,-1.25%,365.28,364.75,20.04%,11.38%,99.54%,3.08%,1.22%,1.56,3.45%,8.82%,3.83%,0.7,0.68,0.92,0.93,39.98%,16.73%,8.27%,1.73%,8.72%,7.43%,-2.80%,17.18%,6.16%,0.83,0.44,0.98%,1.62%,3.40%,8.24%,4.07%,-1.30%,15.08%,-7.11%,17.66%,70.14,0.31%,-0.14%,2.5,2857.43,0.43,28.84,0.17%,1235210,7/26/12 16:30
394,RTN,Raytheon Co.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,18579.84,9.73,10.05,1.13,0.76,2.15,6.39,19.33,3.57%,31.86%,5.75,10.34%,5.09%,14.93%,8.58%,4.75%,17.22%,-3.37%,332.02,330.89,0.59%,-2.49%,78.06%,0.00%,2.67%,4.5,8.10%,20.90%,10.45%,1.62,0.6,0.53,0.53,21.80%,12.38%,8.12%,3.10%,1.18%,7.80%,14.06%,49.03%,17.81%,0.71,0.82,1.26%,1.48%,0.90%,3.44%,12.66%,-1.42%,15.47%,-1.42%,51.95%,59.44,0.32%,-0.05%,2.5,1967.48,0.79,56.11,0.27%,1561520,7/26/12 7:00
395,S,Sprint Nextel Corp.,Technology,Wireless Communications,USA,14401.82,,,,0.42,1.56,2.13,81.37,,,-1.28,16.79%,37.20%,-73.48%,0.90%,-3.86%,-61.89%,6.40%,3000.38,2995.57,0.39%,45.33%,85.93%,2.54%,5.87%,3.02,-7.83%,-34.06%,-9.36%,1.58,1.47,2.27,2.3,41.89%,-3.22%,-11.09%,11.89%,48.61%,95.92%,100.84%,51.90%,105.13%,1.09,0.22,4.80%,5.08%,22.95%,43.44%,79.85%,-0.81%,101.64%,-0.81%,134.29%,78.67,2.29%,0.21%,2.7,58258.56,1.21,4.92,2.50%,70755424,7/26/12 8:30
396,SAI,"SAIC, Inc.",Services,Technical Services,USA,4100.88,,8.96,,0.38,1.81,3.51,42.72,4.00%,,-0.06,-101.62%,0.00%,11.90%,5.07%,5.60%,-4.59%,3.50%,341.74,340.32,0.49%,5.02%,50.73%,-0.15%,1.82%,1.6,-0.34%,-0.86%,-0.52%,1.51,1.33,0.57,0.82,8.16%,2.71%,-0.20%,4.90%,4.44%,8.11%,-4.46%,-11.70%,-0.41%,0.38,0.24,1.44%,2.03%,5.92%,5.20%,1.01%,-0.49%,13.20%,-18.80%,18.41%,66.05,0.92%,-0.25%,2.5,3855.58,0.31,12.08,0.67%,1203770,5/31/12 16:30
397,SBUX,Starbucks Corporation,Services,Specialty Eateries,USA,34283.6,25.2,21.08,1.35,2.64,6.37,13.73,75.32,1.51%,37.10%,1.79,30.80%,20.22%,17.14%,18.63%,8.48%,18.59%,12.67%,760,739.39,2.45%,-0.27%,79.00%,1.37%,1.04%,0.92,17.96%,28.46%,24.02%,2.26,1.65,0.1,0.1,26.40%,14.86%,10.67%,4.93%,-13.18%,-17.44%,-7.67%,31.67%,-0.92%,1.19,1.43,1.99%,2.68%,-6.06%,-10.91%,-8.23%,-18.26%,6.30%,-25.99%,35.43%,40.22,0.66%,0.35%,2,8362.27,0.81,45.57,1.02%,6754130,7/26/12 16:30
398,SCG,SCANA Corp.,Utilities,Electric Utilities,USA,6341.84,16.16,14.65,2.75,1.53,1.63,,,4.07%,,3.01,-0.16%,6.41%,2.51%,5.88%,-0.68%,25.29%,-9.20%,130.41,115.9,0.06%,0.01%,50.36%,0.08%,4.12%,8.25,,,,,,,,33.53%,20.08%,9.56%,0.12%,0.58%,5.44%,9.23%,40.47%,10.27%,0.51,0.64,1.39%,1.27%,0.52%,2.14%,9.58%,-2.74%,6.50%,-2.74%,42.29%,54.71,1.05%,-0.37%,2.8,578.44,0.85,48.96,0.68%,492026,8/2/12 8:30
399,SCHW,The Charles Schwab Corporation,Financial,Investment Brokerage - National,USA,16562.12,19.42,17.35,1.49,3.48,2.14,,,1.84%,,0.67,84.89%,10.29%,0.29%,13.03%,1.71%,4.16%,7.82%,1273.03,1075.91,0.41%,-51.94%,73.25%,0.49%,3.50%,4.01,,,,,,,,,28.47%,17.90%,6.99%,4.00%,0.23%,6.20%,9.97%,17.21%,1.31,0.34,2.51%,2.64%,1.85%,3.16%,1.89%,-2.93%,11.12%,-16.30%,24.26%,55.31,-0.77%,-0.23%,2.7,9405.54,0.48,12.88,-1.00%,4486364,7/18/12
400,SE,Spectra Energy Corp.,Basic Materials,Oil & Gas Pipelines,USA,18903.35,17.55,16.09,2.74,3.63,2.01,,,3.87%,66.39%,1.65,10.61%,12.50%,3.76%,6.40%,3.52%,-22.18%,-6.40%,652.74,651.8,0.18%,53.60%,65.74%,0.01%,1.45%,2.58,4.20%,12.28%,4.75%,0.41,,1.02,1.02,,32.46%,22.74%,-1.16%,0.24%,-2.95%,-5.11%,28.03%,-3.18%,0.96,0.5,1.33%,1.59%,-1.48%,2.00%,-0.45%,-4.61%,8.08%,-7.51%,31.20%,50.5,1.38%,-0.24%,2.5,3663.76,0.88,29.29,1.14%,3223528,8/2/12 8:30
401,SEE,Sealed Air Corporation,Consumer Goods,Packaging & Containers,USA,2719.34,280.2,8.7,34.68,0.38,0.95,5.4,,3.71%,2437.50%,0.05,-44.44%,29.84%,-11.44%,8.08%,5.44%,-119.65%,65.30%,194.1,175.91,2.01%,20.73%,74.32%,-1.08%,2.61%,1.68,0.06%,0.15%,0.07%,1.31,0.93,1.72,1.74,28.43%,5.25%,0.07%,6.54%,-9.90%,-22.04%,-31.52%,-19.44%,-17.39%,1.34,0.58,3.27%,3.49%,-7.01%,-8.64%,-20.08%,-14.17%,21.55%,-33.98%,21.55%,38.12,0.21%,-0.36%,2.2,2733.02,0.7,13.99,-0.14%,1922484,8/2/12 8:30
402,SHLD,Sears Holdings Corporation,Services,Department Stores,USA,5393.31,,,,0.13,1.19,6.94,,,,-25.94,-2859.18%,-27.40%,23.43%,21.15%,-4.75%,216.38%,-2.83%,106.44,79.25,31.77%,-11.65%,80.99%,0.10%,11.92%,12.9,-11.90%,-43.08%,-20.18%,1.13,0.19,0.44,0.72,25.73%,-2.46%,-6.68%,4.45%,-10.13%,-7.81%,4.71%,-14.74%,59.44%,1.95,2.2,3.70%,4.10%,0.57%,-2.44%,-9.05%,-18.32%,11.11%,-40.14%,77.99%,50.67,1.52%,-0.04%,3.4,732.3,0.54,51.42,1.48%,397078,8/16/12 8:30
403,SHW,The Sherwin-Williams Company,Industrial Goods,General Building Materials,USA,14484.17,28.4,18.23,1.81,1.56,9.3,310.69,27.92,1.11%,30.16%,4.97,-1.69%,20.75%,-0.28%,15.65%,2.34%,31.10%,9.27%,102.63,85.06,1.16%,-11.19%,69.27%,-0.08%,4.87%,2.9,9.28%,34.94%,16.49%,1.04,0.63,0.41,0.81,43.01%,9.28%,5.64%,5.03%,10.15%,15.14%,42.86%,103.39%,59.24%,0.64,2.82,1.54%,2.12%,6.02%,7.72%,30.85%,-0.60%,15.19%,-0.60%,105.94%,69.76,0.49%,-0.27%,2.9,1427.31,0.38,141.44,0.22%,543839,7/19/12 8:30
404,SIAL,Sigma-Aldrich Corporation,Basic Materials,Specialty Chemicals,USA,8743.02,19.36,17.16,2.74,3.41,3.71,14.15,34.02,1.10%,20.09%,3.74,19.01%,9.33%,12.61%,7.06%,6.86%,3.44%,4.24%,120.76,120.46,0.19%,-32.66%,85.29%,0.81%,6.07%,10.99,13.03%,19.76%,15.95%,2.43,1.48,0.13,0.32,52.71%,25.69%,17.82%,6.11%,2.81%,2.90%,3.27%,26.26%,16.55%,0.9,1.49,1.53%,2.02%,2.37%,1.49%,5.06%,-3.83%,8.34%,-3.83%,26.20%,56.08,0.07%,-0.52%,2.6,665.36,0.53,72.07,-0.46%,352936,7/24/12 8:30
405,SJM,The J. M. Smucker Company,Consumer Goods,Processed & Packaged Goods,USA,8485.11,19.06,13.79,2.46,1.54,1.64,36.94,34.92,2.71%,47.61%,4.03,1.07%,9.43%,8.05%,7.76%,20.80%,13.87%,14.17%,110.44,105.75,1.67%,2.22%,74.99%,-0.02%,2.34%,4.26,5.27%,8.71%,5.63%,2.66,1.11,0.39,0.4,34.17%,14.08%,8.32%,3.25%,3.47%,0.46%,-1.73%,9.65%,0.20%,0.64,1.03,1.06%,1.34%,1.26%,1.91%,0.79%,-0.43%,5.49%,-5.19%,18.42%,57.13,0.25%,-0.42%,2.4,580.5,0.73,76.7,-0.17%,421204,8/17/12 8:30
406,SLB,Schlumberger Limited,Basic Materials,Oil & Gas Equipment & Services,USA,98638.14,18.63,14.49,1.1,2.36,3.01,28.24,747.26,1.48%,26.07%,3.99,3.82%,19.03%,3.12%,16.91%,15.24%,27.47%,16.34%,1327.03,1323,0.20%,5.15%,77.45%,0.16%,0.93%,1.55,9.74%,16.64%,12.46%,1.83,1.41,0.24,0.32,21.32%,17.08%,12.96%,4.94%,13.20%,7.48%,-4.75%,2.17%,9.65%,1.41,1.7,1.63%,2.36%,6.86%,12.94%,6.85%,1.28%,27.45%,-6.34%,39.08%,71.03,1.73%,-0.35%,1.7,7946.06,0.92,75.35,1.37%,7270727,7/20/12 8:30
407,SLM,SLM Corporation,Financial,Credit Services,USA,7799.12,9.81,6.86,1.28,1.28,1.52,1.89,,3.13%,26.96%,1.63,3.47%,8.88%,-16.69%,7.65%,-8.04%,1554.28%,41.90%,487.75,484.55,0.25%,-0.81%,97.43%,-0.72%,2.16%,2.34,0.43%,18.72%,0.50%,,,31.53,36.5,61.25%,21.53%,13.78%,2.90%,-1.30%,16.29%,2.24%,26.30%,21.32%,1.38,0.4,1.96%,2.71%,1.55%,4.82%,10.86%,-1.95%,18.01%,-3.66%,51.48%,57.47,1.13%,-0.31%,1.6,4471.18,0.33,16.12,0.81%,1495869,7/18/12 16:30
408,SNA,Snap-on Inc.,Industrial Goods,Small Tools & Accessories,USA,3969.42,13.84,12.36,1.06,1.37,2.43,22.87,31.88,1.99%,27.22%,4.93,47.39%,8.45%,23.27%,13.00%,3.06%,-2.11%,1.54%,58.16,57.81,0.43%,24.99%,87.91%,-1.26%,3.95%,5.39,7.74%,18.09%,9.50%,2.61,1.93,0.59,0.6,47.37%,16.95%,10.08%,3.55%,13.56%,12.57%,13.64%,50.30%,36.34%,1.53,1.56,1.38%,2.62%,3.40%,8.31%,17.76%,-3.12%,20.68%,-3.12%,67.32%,61.92,1.34%,-0.76%,2,424.4,0.61,68.64,0.57%,256970,7/19/12 8:30
409,SNDK,SanDisk Corp.,Technology,Data Storage Devices,USA,10133.82,15.93,13.77,1.1,1.94,1.44,3.99,100.97,,,2.61,-25.85%,71.59%,33.30%,14.50%,11.69%,-94.79%,-24.93%,243.66,241.35,0.09%,15.85%,89.80%,1.29%,4.92%,2.05,6.56%,9.58%,7.68%,2.27,1.79,0.11,0.23,37.69%,19.69%,12.27%,2.06%,22.36%,16.89%,-11.89%,13.91%,-15.48%,1.79,1.36,1.85%,3.48%,5.68%,12.18%,-5.61%,-3.16%,33.59%,-22.56%,33.59%,62.78,0.12%,-0.58%,2.3,5803.36,0.48,41.4,-0.46%,2781211,7/19/12 16:30
410,SNI,"Scripps Networks Interactive, Inc.",Services,Broadcasting - TV,USA,9030.98,18.87,15.76,1.47,4.12,6.02,34.5,18.52,0.81%,13.63%,3.15,20.49%,12.87%,14.83%,12.80%,9.38%,18.72%,12.55%,151.96,85.13,0.38%,-12.17%,73.77%,-0.84%,3.20%,2.72,18.83%,31.58%,22.51%,6.34,,0.94,0.94,,41.14%,30.23%,5.80%,11.40%,9.79%,36.28%,50.04%,40.80%,1.11,1.28,1.68%,2.26%,8.56%,8.07%,25.19%,0.86%,16.10%,0.86%,70.40%,71.47,1.16%,-0.30%,2.7,1002.41,1.62,59.94,0.86%,1623590,8/2/12 8:30
411,SO,Southern Company,Utilities,Electric Utilities,USA,40663.38,18.8,16.6,3.49,2.4,2.3,,,4.19%,,2.49,8.06%,6.82%,3.93%,5.38%,4.23%,1.96%,-7.52%,868.69,868.52,0.02%,6.11%,43.48%,-0.08%,1.04%,2.19,,,,,,,,,24.54%,13.21%,-0.59%,0.21%,3.61%,6.99%,28.42%,4.37%,0.27,0.45,0.81%,0.96%,-0.70%,0.41%,5.74%,-2.43%,3.91%,-2.43%,30.27%,46.7,0.32%,-0.09%,3,4132.71,0.54,46.92,0.23%,2226224,7/25/12 7:30
412,SPG,Simon Property Group Inc.,Financial,REIT - Retail,USA,47637.98,31.04,44.24,2.37,10.46,8.02,74.61,,2.67%,73.81%,5.06,66.05%,-13.20%,9.93%,13.08%,5.26%,1.62%,14.14%,303.33,297.96,0.08%,-6.30%,,0.08%,1.86%,4.51,6.43%,28.13%,7.13%,,,3.78,3.78,80.77%,45.11%,39.94%,-2.70%,-0.03%,2.03%,15.43%,49.63%,23.45%,1.49,2.46,1.39%,1.50%,-0.96%,2.05%,12.66%,-3.69%,10.99%,-3.69%,55.80%,50.18,0.68%,-0.26%,2,1230.51,0.52,157.7,0.41%,643215,7/24/12 8:30
413,SPLS,"Staples, Inc.",Services,"Specialty Retail, Other",USA,9172.85,9.51,8.42,0.84,0.37,1.3,7.62,10.69,3.31%,28.94%,1.4,15.17%,7.48%,1.22%,11.35%,6.62%,-1.82%,-1.10%,689.17,684.22,0.60%,9.54%,93.04%,0.55%,7.51%,4.6,7.17%,13.56%,10.10%,1.6,0.96,0.23,0.29,26.91%,6.40%,3.90%,6.31%,4.56%,-10.25%,-8.14%,9.73%,-2.70%,0.92,0.3,2.02%,2.25%,5.58%,5.31%,-6.05%,-0.59%,10.83%,-19.98%,15.64%,66.01,1.13%,-0.38%,2.5,11154.35,0.43,13.41,0.75%,4770624,8/15/12 8:30
