No.,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Forward P/E,PEG,P/S,P/B,P/Cash,P/Free Cash Flow,Dividend Yield,Payout Ratio,EPS (ttm),EPS growth this year,EPS growth next year,EPS growth past 5 years,EPS growth next 5 years,Sales growth past 5 years,EPS growth quarter over quarter,Sales growth quarter over quarter,Shares Outstanding,Shares Float,Insider Ownership,Insider Transactions,Institutional Ownership,Institutional Transactions,Float Short,Short Ratio,Return on Assets,Return on Equity,Return on Investment,Current Ratio,Quick Ratio,LT Debt/Equity,Total Debt/Equity,Gross Margin,Operating Margin,Profit Margin,Performance (Week),Performance (Month),Performance (Quarter),Performance (Half Year),Performance (Year),Performance (Year),Beta,Average True Range,Volatility (Week),Volatility (Month),20-Day Simple Moving Average,50-Day Simple Moving Average,200-Day Simple Moving Average,50-Day High,50-Day Low,52-Week High,52-Week Low,Relative Strength Index (14),Change from Open,Gap,Analyst Recom,Average Volume,Relative Volume,Price,Change,Volume,Earnings Date
414,SRCL,"Stericycle, Inc.",Industrial Goods,Waste Management,USA,7577.22,30.19,24.33,1.86,4.22,5.57,138.7,24.31,,,2.95,12.40%,11.93%,18.24%,16.25%,16.24%,23.24%,14.26%,85.08,81.72,0.88%,-39.56%,92.24%,0.32%,5.92%,10.09,8.20%,19.76%,9.09%,1.44,,0.94,1,44.89%,25.27%,14.39%,-1.48%,-3.59%,6.89%,4.44%,19.62%,14.30%,0.28,1.59,1.52%,1.79%,-2.57%,-0.75%,5.56%,-5.09%,5.41%,-5.09%,20.86%,43.79,0.98%,-0.12%,2,479.02,0.89,89.82,0.85%,425208,7/25/12 16:30
415,SRE,Sempra Energy,Utilities,Gas Utilities,USA,16648.3,18.87,15.98,2.9,1.72,1.68,75.33,,3.48%,58.69%,3.65,88.51%,2.86%,6.12%,6.50%,-3.12%,-87.95%,-13.75%,241.7,240.99,0.18%,-10.31%,69.49%,-0.76%,1.49%,3.35,2.83%,9.11%,3.26%,0.46,0.4,1.04,1.18,31.73%,17.34%,9.68%,-0.51%,0.61%,6.97%,20.72%,56.51%,27.67%,0.52,0.99,1.13%,1.35%,-0.90%,1.36%,15.60%,-4.55%,10.03%,-4.55%,57.06%,49.48,0.48%,-0.26%,2.5,1067.61,0.45,69.03,0.22%,475645,8/2/12 9:00
416,STI,"SunTrust Banks, Inc.",Financial,Money Center Banks,USA,13300.46,16.58,9.46,1.36,2.18,0.65,2.3,,0.81%,13.47%,1.49,634.18%,31.82%,-30.57%,12.21%,-8.79%,54.57%,-3.49%,538.48,536.82,0.23%,2.48%,75.69%,-0.44%,2.15%,1.98,0.47%,4.01%,,,,0.64,1.1,,11.40%,9.68%,6.42%,2.02%,4.93%,9.78%,40.98%,40.18%,1.44,0.66,2.55%,2.72%,3.83%,6.59%,14.72%,-1.39%,18.46%,-1.39%,57.95%,62.86,1.18%,-0.65%,2.3,5846.45,0.67,24.83,0.53%,3928694,7/20/12 8:30
417,STJ,St. Jude Medical Inc.,Healthcare,Medical Appliances & Equipment,USA,12207.6,15.44,10.81,1.52,2.18,2.7,10.06,,2.37%,34.48%,2.52,-8.05%,4.96%,11.42%,10.13%,11.19%,6.89%,-2.54%,313.82,306.83,2.12%,0.30%,91.19%,3.65%,2.15%,1.98,8.83%,17.25%,9.92%,3.59,2.97,0.64,0.65,73.88%,19.79%,14.43%,6.02%,0.75%,0.03%,-8.36%,-1.97%,14.72%,0.75,0.81,1.70%,2.18%,1.60%,1.32%,-0.22%,-4.16%,11.05%,-15.00%,21.69%,55.4,-1.00%,-0.21%,2.3,3322.99,0.45,38.43,-1.21%,1490704,7/18/12 8:30
418,STT,State Street Corp.,Financial,Regional - Northeast Banks,USA,20427.95,11.33,9.66,1.08,6.71,1.01,3.36,,2.30%,22.58%,3.69,22.66%,11.89%,3.05%,10.53%,-7.39%,-1.93%,9.32%,488.59,486.46,0.84%,65.88%,86.45%,-0.32%,1.29%,1.62,0.95%,9.35%,,,,0.32,1.04,,25.03%,19.33%,5.69%,-3.22%,-4.22%,2.85%,28.45%,4.87%,1.42,0.85,1.65%,1.94%,2.42%,-0.40%,0.60%,-7.19%,7.45%,-10.70%,42.33%,53.79,0.31%,-0.22%,2.3,3868.38,0.51,41.85,0.10%,1963144,7/17/12 8:30
419,STX,Seagate Technology PLC,Technology,Data Storage Devices,Ireland,14071.19,5.13,4.75,0.2,0.94,4.03,6.64,6.24,3.87%,13.06%,6.45,493.10%,-6.69%,33.07%,25.67%,5.63%,785.15%,56.77%,425.24,327.72,12.29%,-11.69%,74.10%,-43.48%,9.37%,2.35,29.61%,96.04%,45.89%,1.86,1.59,0.82,0.82,31.36%,20.81%,19.16%,10.45%,30.43%,5.15%,26.30%,207.53%,105.40%,2.38,1.21,3.59%,4.07%,17.59%,31.69%,44.62%,2.27%,58.09%,2.27%,288.97%,82.11,4.75%,-1.39%,2.6,13080.77,1.25,34.18,3.29%,16373213,7/30/12 16:30
420,STZ,Constellation Brands Inc.,Consumer Goods,Beverages - Wineries & Distillers,USA,5293.3,15.39,11.1,1.57,1.99,2.3,76.6,9.25,,0.00%,1.94,-18.68%,35.86%,6.72%,9.80%,-12.64%,7.81%,-0.08%,177.33,169.08,0.29%,-3.74%,89.52%,-7.64%,2.11%,1.15,6.28%,17.65%,6.96%,3.35,1.1,1.43,1.49,40.04%,18.39%,16.67%,2.65%,8.07%,47.99%,37.49%,69.31%,44.41%,1.12,0.74,1.84%,2.27%,3.08%,19.83%,36.69%,-0.50%,61.84%,-0.50%,75.60%,69.94,1.39%,-1.07%,2.3,3105.38,0.39,29.94,0.30%,1212217,6/29/12 8:30
421,SUN,"Sunoco, Inc.",Basic Materials,Oil & Gas Refining & Marketing,USA,5011.33,,26.88,,0.1,5.47,2.66,26.8,1.67%,,-8.54,-732.97%,72.82%,-38.33%,9.40%,3.92%,1549.09%,8.05%,104.73,104.48,0.23%,49.73%,82.29%,-0.32%,4.38%,3.49,-6.52%,-52.56%,-12.64%,1.28,1.16,2.78,2.78,4.58%,-3.03%,-1.51%,1.44%,0.63%,-1.26%,21.66%,56.78%,18.24%,0.65,0.46,1.02%,0.84%,0.32%,1.21%,14.82%,-0.79%,5.90%,-5.15%,69.18%,54.44,0.34%,-0.29%,2.4,1311.49,0.47,47.87,0.04%,619132,8/2/12 16:30
422,SWK,"Stanley Black & Decker, Inc.",Industrial Goods,Machine Tools & Accessories,USA,11394.17,18.62,10.62,1.42,1.05,1.68,19.72,32.16,2.89%,43.33%,3.64,201.97%,16.00%,4.07%,13.10%,21.63%,-19.26%,8.10%,168.13,166.51,1.44%,-0.41%,87.70%,-0.45%,2.56%,2.05,3.77%,8.76%,4.87%,1.14,0.72,0.43,0.57,36.46%,6.80%,5.64%,3.37%,13.86%,-3.79%,-9.05%,22.99%,1.45%,1.42,1.74,1.80%,2.67%,4.32%,7.23%,-0.55%,-1.14%,16.73%,-15.95%,47.99%,60.27,1.30%,-0.38%,1.9,2082.03,0.48,68.39,0.91%,997263,7/18/12 8:30
423,SWN,Southwestern Energy Co.,Basic Materials,Independent Oil & Gas,USA,11457.79,,22.03,,4.14,3.26,276.09,,,,-0.14,5.39%,22.13%,30.87%,15.39%,31.08%,-393.00%,-21.62%,349.11,343.02,0.13%,-4.22%,90.46%,-0.21%,6.08%,3.44,-0.66%,-1.37%,-0.74%,1.13,1.09,0.47,0.47,66.47%,-1.52%,-1.69%,2.15%,5.09%,6.77%,-2.03%,-9.11%,2.76%,0.63,1.25,4.90%,3.72%,-0.23%,5.67%,-1.62%,-7.59%,25.01%,-27.77%,25.01%,54.48,-0.59%,-1.80%,2.3,6061.01,0.71,32.04,-2.38%,4325725,8/2/12 16:30
424,SWY,Safeway Inc.,Services,Grocery Stores,USA,3903.85,8.81,7.73,0.96,0.09,1.51,15.46,,4.29%,31.30%,1.85,-3.27%,7.11%,-5.02%,9.15%,1.66%,21.32%,1.87%,239.5,237.37,0.43%,6.19%,,0.94%,25.00%,8.82,3.74%,15.07%,5.15%,0.92,0.29,2.35,2.67,26.70%,2.44%,1.25%,7.95%,-9.34%,-14.07%,-24.43%,-4.40%,-21.18%,0.76,0.53,2.88%,3.62%,2.20%,-5.59%,-17.91%,-16.57%,8.55%,-29.77%,8.55%,49.17,-1.05%,-0.86%,2.7,6726.26,0.77,15.99,-1.90%,5193186,7/19/12 8:30
425,SYK,Stryker Corp.,Healthcare,Medical Appliances & Equipment,USA,20083.43,14.46,11.84,1.3,2.36,2.53,5.8,19.29,1.61%,22.40%,3.65,8.33%,9.05%,13.01%,11.13%,10.05%,7.53%,2.96%,380.44,305.54,0.39%,-35.31%,65.08%,0.07%,2.19%,3.99,11.76%,17.84%,13.51%,4.83,3.97,0.22,0.22,67.23%,20.94%,16.48%,2.70%,-0.51%,-0.70%,-1.40%,16.48%,7.04%,0.88,0.95,1.14%,1.75%,1.42%,0.77%,2.46%,-4.08%,7.78%,-6.79%,23.27%,55.27,0.78%,-0.27%,2.1,1676.87,0.97,53.06,0.51%,1626420,7/18/12 16:00
426,SYMC,Symantec Corporation,Technology,Security Software & Services,USA,11950.15,10.9,9.55,1.17,1.77,2.39,2.91,8.39,,0.00%,1.56,106.29%,9.20%,30.67%,9.32%,5.30%,-4.32%,0.91%,702.95,700.08,0.38%,23.60%,96.50%,-0.24%,1.25%,0.93,9.02%,24.11%,14.20%,1.02,1.02,0.42,0.61,83.59%,15.51%,17.11%,4.23%,23.91%,9.47%,-5.66%,6.32%,8.63%,0.88,0.47,2.09%,2.85%,14.23%,17.66%,6.00%,-0.92%,32.31%,-8.47%,32.31%,73.24,1.29%,0.35%,2.2,9368.77,1.81,17.28,1.65%,16988710,7/25/12 16:30
427,SYY,Sysco Corp.,Services,Food Wholesale,USA,16805.45,14.71,14.35,2.55,0.4,3.44,47.95,,3.76%,54.17%,1.95,-1.56%,3.63%,7.78%,5.78%,3.80%,0.11%,7.61%,585.76,584.77,0.10%,13.57%,79.31%,2.00%,4.59%,6.76,10.06%,25.29%,14.36%,1.6,0.99,0.49,0.59,18.20%,4.64%,2.75%,-0.38%,-1.68%,3.84%,-1.10%,6.26%,0.53%,0.71,0.41,1.49%,1.24%,-0.32%,0.23%,1.20%,-2.93%,5.97%,-5.83%,19.34%,49.45,0.87%,-0.35%,3.1,3973.59,1.14,28.84,0.52%,4519773,8/13/12 8:30
428,T,"AT&T, Inc.",Technology,Telecom Services - Domestic,USA,216120.15,49.64,14.49,5.38,1.7,2.09,100.47,38.41,4.73%,232.34%,0.75,-79.33%,7.08%,-18.83%,9.22%,14.98%,10.08%,0.25%,5805,5802.68,0.05%,4.31%,56.61%,-0.10%,0.93%,1.88,1.74%,4.08%,1.97%,0.64,,0.59,0.62,51.45%,7.98%,3.67%,-0.83%,5.59%,13.78%,27.46%,41.29%,28.25%,0.56,0.59,1.15%,1.67%,2.69%,5.77%,20.36%,-2.06%,12.38%,-2.06%,45.35%,63.71,1.00%,-0.30%,2.5,28658.32,0.58,37.49,0.70%,16588775,7/24/12 8:30
429,TAP,Molson Coors Brewing Company,Consumer Goods,Beverages - Brewers,USA,7954.46,12.16,11.5,5.79,2.26,1.02,9.51,19.65,2.91%,30.04%,3.62,1.37%,4.08%,10.90%,2.10%,-9.67%,-0.17%,0.14%,180.66,132.9,0.74%,20.78%,84.40%,0.16%,1.59%,1.97,5.31%,8.48%,5.88%,1.77,1.53,0.25,0.26,41.41%,25.28%,19.10%,7.08%,8.80%,7.97%,1.85%,11.07%,2.71%,0.78,0.87,2.54%,1.83%,5.68%,9.12%,6.96%,-0.14%,16.36%,-3.02%,19.09%,68.96,0.87%,-0.55%,3,1069.7,0.64,44.17,0.32%,681153,8/7/12
430,TDC,Teradata Corporation,Technology,Diversified Computer Systems,USA,12672.74,33.24,23.55,2.07,4.96,7.31,15.44,27.98,,,2.26,16.25%,14.75%,14.09%,16.04%,8.83%,8.80%,14.46%,168.7,168.25,0.55%,5.70%,88.20%,-1.14%,1.91%,1.68,14.43%,25.03%,19.51%,2,1.95,0.16,0.16,55.70%,21.23%,15.20%,11.62%,19.52%,5.43%,17.49%,46.52%,54.85%,0.96,2.42,3.08%,3.30%,10.65%,10.37%,21.04%,-0.07%,22.00%,-5.24%,75.27%,68.63,1.22%,-0.44%,2.2,1918.03,0.6,75.7,0.77%,1146510,8/2/12 8:30
431,TE,"TECO Energy, Inc.",Utilities,Electric Utilities,USA,3899.51,14.57,13.69,3.55,1.23,1.7,33.22,,4.87%,70.95%,1.24,14.13%,3.13%,1.49%,4.11%,-0.61%,-5.19%,-10.99%,215.8,203.17,1.33%,13.44%,58.62%,0.42%,3.77%,4.65,3.67%,11.80%,4.15%,1,0.71,1.26,1.39,36.52%,19.07%,8.41%,1.69%,-0.11%,1.52%,2.73%,15.32%,-3.21%,0.78,0.26,1.10%,1.42%,-0.48%,-0.09%,0.79%,-3.76%,4.91%,-5.28%,15.13%,48.6,0.67%,-1.38%,2.9,1648.1,0.91,17.94,-0.72%,1506569,8/2/12 8:30
432,TEG,"Integrys Energy Group, Inc.",Utilities,Gas Utilities,USA,4603.45,23.06,16.15,3.2,1.06,1.5,108.83,,4.63%,104.81%,2.55,1.78%,6.12%,-3.84%,7.20%,-7.33%,-21.48%,-23.10%,78.29,77.56,0.08%,-21.82%,53.14%,0.29%,5.95%,11.33,2.11%,6.74%,2.50%,0.95,0.88,0.61,0.8,16.31%,8.12%,4.74%,-2.33%,1.94%,9.89%,13.25%,39.40%,11.28%,0.84,0.94,1.62%,1.41%,-2.63%,1.19%,9.97%,-5.68%,9.34%,-5.68%,38.67%,42.95,-0.17%,-0.51%,2.8,407.61,1.31,58.4,-0.68%,533536,8/8/12 16:30
433,TEL,TE Connectivity Ltd.,Technology,Diversified Electronics,Switzerland,14939.12,13.8,10.39,1.48,1.08,1.93,11.47,15.74,2.41%,29.30%,2.53,21.57%,17.07%,-0.66%,9.31%,3.92%,-23.60%,-2.24%,427.81,426.88,0.20%,19.56%,87.78%,-4.29%,0.60%,1.44,5.92%,14.25%,7.50%,1.58,1.12,0.35,0.49,30.47%,11.44%,7.92%,9.19%,13.34%,5.21%,-0.54%,25.70%,14.64%,1.95,0.82,1.79%,2.35%,7.95%,9.89%,5.50%,0.31%,16.80%,-5.87%,34.96%,67.96,1.23%,-0.29%,1.6,1770.84,1.03,35.25,0.95%,1827980,7/25/12 8:30
434,TER,Teradyne Inc.,Technology,Semiconductor Equipment & Materials,USA,2891.52,10.68,7.67,0.86,1.82,1.87,4.16,17.42,,,1.45,-10.30%,10.99%,7.69%,12.38%,1.05%,26.90%,33.56%,186.67,185.72,0.49%,-2.14%,,0.27%,10.88%,6.64,14.75%,21.66%,17.90%,3.09,2.77,0.1,0.1,50.70%,15.86%,20.61%,7.87%,16.91%,-0.83%,-7.69%,37.44%,13.65%,1.88,0.46,2.22%,2.91%,9.57%,10.74%,3.86%,0.00%,20.39%,-13.44%,50.34%,67.7,0.78%,-0.13%,2.1,3045.2,0.58,15.59,0.65%,1766156,7/25/12 16:30
435,TGT,Target Corp.,Services,"Discount, Variety Stores",USA,41451.25,14.44,12.9,1.22,0.59,2.61,61.41,119.46,2.30%,27.37%,4.34,6.98%,12.76%,5.95%,11.85%,3.27%,4.92%,5.85%,661.21,660.4,0.14%,5.71%,85.55%,0.35%,1.59%,2.06,6.59%,18.89%,8.92%,1.25,0.64,0.94,1.1,30.73%,6.32%,4.15%,1.16%,4.85%,13.96%,20.30%,37.36%,23.77%,0.87,0.95,1.00%,1.42%,2.10%,5.65%,13.77%,-0.25%,10.83%,-0.25%,37.95%,65.58,0.13%,0.11%,2.2,5103.99,0.57,62.84,0.24%,2933425,8/15/12 8:30
436,THC,Tenet Healthcare Corp.,Healthcare,Hospitals,USA,2172.77,75,8.33,6.82,0.24,1.49,20.89,,,0.00%,0.07,-93.43%,12.50%,24.13%,11.00%,2.72%,-16.55%,2.22%,413.86,410.04,0.89%,27.30%,93.94%,0.45%,5.16%,3.29,0.88%,2.96%,1.12%,1.35,1.26,2.94,3.14,35.89%,5.38%,0.84%,12.90%,5.63%,1.94%,-5.91%,16.41%,2.34%,2.21,0.22,4.99%,4.66%,9.57%,8.57%,3.53%,-7.45%,21.11%,-13.72%,50.87%,63.75,-0.57%,0.00%,2.4,6419.14,0.68,5.22,-0.57%,4358382,8/7/12 8:30
437,TIE,Titanium Metals Corporation,Basic Materials,Industrial Metals & Minerals,USA,2265.08,20.85,13.76,1.39,2.12,1.84,57.49,,2.32%,42.46%,0.62,43.09%,38.24%,-16.00%,15.00%,-2.45%,-8.79%,9.80%,175.18,79.98,3.45%,0.33%,27.01%,-0.78%,6.21%,2.79,7.05%,8.90%,7.97%,5.33,1.47,0.03,0.03,21.85%,16.05%,10.71%,10.23%,16.91%,-3.79%,-15.21%,-4.29%,-12.64%,1.56,0.38,2.99%,3.03%,10.46%,13.84%,-6.14%,-1.98%,23.80%,-26.94%,23.80%,71.7,0.16%,-0.39%,2.2,1779.8,0.65,12.9,-0.23%,1152137,8/6/12
438,TIF,Tiffany & Co.,Services,Jewelry Stores,USA,7428.91,17.14,13.92,1.38,2.01,3.12,21.66,,2.18%,33.58%,3.42,18.59%,14.71%,10.75%,12.40%,7.30%,1.53%,7.64%,126.73,122.37,0.57%,-80.65%,88.38%,-1.08%,7.88%,3.76,11.04%,18.88%,12.77%,4.3,1.09,0.22,0.35,58.81%,19.11%,11.88%,9.41%,13.58%,-7.32%,-7.73%,-8.69%,-10.63%,1.79,1.71,2.72%,2.78%,5.33%,7.91%,-7.90%,-1.05%,17.62%,-26.72%,17.62%,62.9,0.00%,-0.24%,2.3,2566.21,0.45,58.48,-0.24%,1152163,8/27/12 8:30
439,TJX,"The TJX Companies, Inc.",Services,Department Stores,USA,33342.75,20.83,16.48,1.55,1.4,10.02,19.18,24.54,1.02%,18.19%,2.16,17.32%,11.43%,18.58%,13.45%,6.28%,64.29%,11.07%,740.95,736.65,0.57%,-4.52%,93.12%,-0.65%,0.76%,1.02,20.01%,51.10%,32.23%,1.66,0.74,0.24,0.24,27.67%,11.20%,6.94%,0.22%,3.45%,7.97%,30.85%,79.50%,40.58%,0.56,0.76,1.02%,1.65%,-0.32%,2.60%,19.19%,-2.20%,9.64%,-2.20%,77.69%,53.11,-0.89%,-0.31%,2.2,5485.46,0.72,44.46,-1.20%,3929501,8/14/12 8:30
440,TMK,Torchmark Corp.,Financial,Life Insurance,USA,4748.93,9.9,8.83,1.03,1.38,1.29,60.65,6.01,1.20%,9.01%,5.03,11.27%,8.46%,6.66%,9.65%,-0.26%,38.46%,8.28%,95.36,94.15,1.18%,-60.90%,78.12%,-2.42%,2.41%,2.84,3.27%,14.27%,,,,0.21,0.26,,22.35%,15.41%,-1.17%,-2.49%,4.08%,7.35%,50.23%,15.79%,1.58,0.88,1.44%,1.67%,-0.85%,1.60%,8.03%,-3.25%,11.92%,-3.25%,54.56%,50.96,1.15%,-0.12%,2.7,800.59,1.24,50.31,1.02%,990878,7/25/12 16:30
441,TMO,"Thermo Fisher Scientific, Inc.",Healthcare,Medical Instruments & Supplies,USA,20917.74,18.92,10.73,1.67,1.7,1.37,28.4,12.92,0.91%,12.75%,3.01,8.83%,10.40%,26.55%,11.30%,25.33%,40.78%,8.90%,367.3,366.61,0.31%,34.17%,91.20%,-0.49%,1.00%,1.66,4.47%,7.33%,4.91%,1.73,1.21,0.38,0.43,42.75%,11.30%,9.19%,4.71%,10.11%,6.81%,2.08%,14.47%,27.26%,0.79,1.29,1.61%,2.21%,5.07%,9.37%,10.21%,-0.73%,18.87%,-1.97%,33.20%,64.78,0.39%,-0.18%,1.8,2201.82,0.47,57.07,0.21%,1037564,7/25/12 8:30
442,TRIP,TripAdvisor Inc.,Technology,Internet Information Providers,USA,5149.5,28.27,20.33,1.86,7.36,8.2,10.77,,,,1.28,26.70%,20.27%,0.00%,15.19%,,-7.66%,16.49%,142.33,110.22,3.88%,-60.31%,82.76%,0.19%,8.90%,4.53,17.78%,42.54%,21.57%,3.71,,0.57,0.66,97.59%,38.98%,25.40%,-0.08%,-18.29%,-11.30%,23.31%,,43.51%,,1.99,3.50%,4.73%,-12.38%,-17.21%,-2.31%,-26.58%,3.14%,-26.58%,46.31%,33.3,-3.20%,0.22%,2.8,2165.96,1.76,35.1,-2.99%,3806630,7/24/12 16:30
443,TROW,"T. Rowe Price Group, Inc.",Financial,Asset Management,USA,15488.71,20.68,16.63,1.62,5.5,4.23,15.93,37.21,2.23%,42.66%,2.95,15.77%,14.33%,9.00%,12.73%,8.59%,3.25%,3.24%,253.83,244.94,1.78%,3.91%,69.18%,-0.01%,2.02%,3.12,19.46%,21.90%,22.01%,,,0,0,,43.78%,27.63%,3.21%,0.15%,2.52%,3.63%,27.31%,8.36%,1.62,1.3,1.56%,2.00%,-0.18%,1.06%,3.49%,-3.90%,12.51%,-7.14%,38.66%,51.49,0.08%,-0.23%,2.5,1586.03,0.44,60.93,-0.15%,701744,7/25/12 8:30
444,TRV,"The Travelers Companies, Inc.",Financial,Property & Casualty Insurance,USA,24620.65,11.53,9.98,1.15,0.96,0.98,107.05,13.27,2.88%,30.35%,5.54,-49.15%,2.24%,-10.66%,10.06%,0.28%,244.57%,-0.45%,385.36,384.35,0.34%,11.96%,83.92%,0.17%,2.21%,3.32,2.14%,8.97%,,,,0.25,0.25,,10.95%,8.84%,1.62%,2.17%,-0.41%,8.27%,34.34%,9.59%,0.67,0.98,1.06%,1.49%,1.74%,2.08%,7.56%,-0.99%,7.30%,-1.23%,42.32%,58.27,0.42%,-0.28%,2.3,2550.72,0.76,63.98,0.14%,1926064,7/19/12 8:30
445,TSN,Tyson Foods Inc.,Consumer Goods,Meat Products,USA,5782.84,9.71,8.03,1.14,0.17,0.98,8,10.13,1.01%,9.43%,1.63,-4.10%,3.68%,50.37%,8.50%,5.58%,7.20%,3.35%,365.54,293.13,0.71%,3.18%,88.95%,0.71%,3.76%,2.09,5.40%,10.64%,6.87%,2.19,0.98,0.36,0.38,5.87%,3.20%,1.82%,4.42%,-7.27%,-18.87%,-16.96%,-3.48%,-23.02%,0.99,0.51,6.06%,3.08%,5.59%,-6.52%,-14.39%,-17.95%,14.00%,-23.51%,14.00%,52.03,1.84%,-0.44%,2.8,5280.63,1.69,16.04,1.39%,8900646,8/6/12 8:30
446,TSO,Tesoro Corporation,Basic Materials,Oil & Gas Refining & Marketing,USA,4937.74,7.6,7.95,0.46,0.16,1.34,,,1.36%,0.00%,4.65,1947.28%,-13.79%,-7.84%,16.40%,10.85%,82.45%,1.78%,139.8,139.3,0.40%,-11.13%,90.90%,-4.43%,4.40%,1.41,,,,,,,,10.71%,3.96%,2.17%,11.10%,33.89%,54.03%,26.05%,89.28%,51.20%,1.46,1.21,3.50%,3.77%,21.55%,36.45%,40.41%,-1.55%,64.50%,-1.55%,103.67%,86.35,1.28%,-0.76%,2.5,4348.16,0.71,35.5,0.51%,3098866,8/1/12 16:30
447,TSS,"Total System Services, Inc.",Services,Business Services,USA,4481.2,18.81,16.46,2.01,2.41,3.22,10.7,16.87,1.69%,29.16%,1.26,14.32%,11.63%,-1.93%,9.38%,0.24%,25.90%,3.37%,189.08,18.18,1.55%,-2.98%,67.15%,0.65%,8.59%,1.02,12.38%,17.79%,14.92%,2.03,,0.04,0.18,31.28%,18.74%,12.58%,2.11%,0.00%,4.27%,10.64%,46.93%,22.23%,0.96,0.42,1.37%,1.83%,0.43%,0.69%,8.59%,-5.55%,6.33%,-5.55%,48.19%,52.77,0.30%,-0.42%,2.7,1535.96,0.55,23.67,-0.13%,842001,7/24/12 16:00
448,TWC,Time Warner Cable Inc.,Services,CATV Systems,USA,27276.12,16.43,13.02,1.14,1.33,3.73,8.46,14.6,2.52%,38.40%,5.42,36.52%,22.36%,11.70%,14.38%,10.83%,15.69%,9.30%,306.37,306.12,0.06%,77.05%,89.09%,0.17%,2.23%,4.02,3.66%,22.63%,4.01%,0.89,,3.49,3.74,53.25%,20.61%,8.59%,1.24%,7.58%,15.95%,18.27%,47.30%,42.11%,0.77,1.51,1.57%,1.69%,4.27%,9.62%,21.25%,-0.63%,21.64%,-0.63%,59.42%,74.51,0.72%,-0.27%,2.1,1695.97,0.98,89.43,0.45%,1655126,8/2/12 8:30
449,TWX,Time Warner Inc.,Services,Entertainment - Diversified,USA,40376.55,16.62,11.66,1.38,1.39,1.37,16.35,25.17,2.44%,38.30%,2.56,20.53%,14.06%,-5.52%,12.05%,-7.89%,-25.71%,-4.07%,948.92,947.99,0.10%,28.42%,86.60%,-0.59%,2.97%,3.89,3.93%,8.48%,4.45%,1.52,1.27,0.66,0.68,41.93%,19.25%,8.98%,4.62%,11.68%,19.52%,14.47%,50.78%,19.46%,1.27,0.86,1.69%,2.24%,8.47%,13.51%,18.82%,0.80%,27.60%,0.80%,59.99%,78.67,1.44%,-0.61%,2.1,7236.58,1.07,42.9,0.82%,7770303,8/1/12 8:30
450,TXN,Texas Instruments Inc.,Technology,Semiconductor - Broad Line,USA,33804.1,21.56,13.74,2.4,2.53,3.01,14.49,17.73,2.30%,46.13%,1.37,-28.39%,27.22%,2.58%,9.00%,-0.74%,-32.35%,-3.56%,1144.35,1143.39,0.20%,-6.91%,83.24%,0.25%,1.79%,2.39,8.79%,14.35%,10.37%,1.92,1.43,0.24,0.42,48.68%,16.29%,12.07%,8.40%,8.88%,-3.43%,-11.58%,14.01%,3.21%,1.1,0.7,2.28%,2.46%,8.25%,7.94%,-1.29%,-0.13%,14.89%,-12.10%,24.99%,68.67,1.16%,-0.44%,2.4,8558.38,0.77,29.75,0.71%,6586046,7/23/12 16:30
451,TXT,Textron Inc.,Industrial Goods,Aerospace/Defense - Major Diversified,USA,7532,19.43,11.51,0.62,0.63,2.42,8.39,17.24,0.30%,,1.38,159.02%,12.02%,-21.61%,31.23%,0.54%,100.56%,10.67%,280.94,280.51,0.18%,55.27%,76.68%,0.45%,6.65%,5.91,2.95%,13.13%,3.80%,1.63,0.78,1.31,1.47,,4.92%,3.45%,6.39%,19.21%,10.74%,-0.52%,65.70%,45.23%,2.64,0.95,3.13%,3.69%,5.26%,8.90%,13.70%,-2.93%,21.13%,-7.99%,83.72%,60.85,0.98%,-0.90%,2.2,3153.86,0.57,26.83,0.07%,1798209,7/19/12 8:30
452,TYC,Tyco International Ltd.,Services,Security & Protection Services,Switzerland,26015.41,20.28,13.66,1.64,1.47,1.81,23.27,279.74,1.77%,35.85%,2.79,41.72%,11.59%,15.48%,12.38%,0.34%,-29.84%,3.91%,459.88,459.17,0.10%,9.53%,83.52%,-1.94%,0.94%,1.58,4.86%,9.18%,5.84%,1.53,1.18,0.29,0.29,38.88%,10.30%,7.42%,2.87%,9.87%,3.25%,14.93%,51.42%,22.90%,1.12,1.13,1.94%,1.97%,5.86%,7.51%,12.23%,-0.23%,13.24%,-1.04%,54.68%,68.58,1.08%,-0.55%,2.1,2739.06,0.42,56.87,0.53%,1138088,7/31/12 8:30
453,UNH,"Unitedhealth Group, Inc.",Healthcare,Health Care Plans,USA,53968.15,10.55,9.32,0.98,0.51,1.84,3.74,6.29,1.63%,13.81%,4.93,15.45%,11.16%,9.78%,10.73%,7.32%,10.05%,8.05%,1037.45,1030.6,0.75%,5.85%,88.46%,-0.28%,1.05%,1.52,7.53%,18.52%,,,,0.36,0.43,,8.22%,4.97%,1.80%,-7.17%,-5.57%,-1.31%,25.99%,3.32%,0.88,1.53,2.50%,2.81%,-2.70%,-6.89%,-2.59%,-14.57%,3.14%,-14.57%,27.47%,40.96,0.14%,-0.37%,1.8,7078.57,0.75,51.9,-0.23%,5338215,7/19/12 8:30
