"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (Year)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date"
389,"ROK","Rockwell Automation Inc.","Industrial Goods","Industrial Electrical Equipment","USA",9982.13,13.73,12.83,0.97,1.60,5.19,8.64,78.17,2.66%,33.35%,5.15,57.02%,7.83%,10.24%,14.20%,5.66%,8.45%,2.92%,141.15,140.37,0.52%,1.38%,72.85%,0.26%,2.94%,3.17,13.89%,38.86%,19.03%,2.10,1.69,0.47,0.61,40.51%,15.47%,11.90%,0.86%,0.08%,8.40%,-8.91%,16.55%,-1.90%,1.70,1.39,1.53%,2.00%,2.70%,1.51%,-1.74%,-2.53%,5.86%,-13.82%,19.62%,59.46,1.61%,0.35%,2.30,1301.08,0.42,72.11,1.97%,217537,11/05/2012
390,"ROP","Roper Industries Inc.","Technology","Scientific & Technical Instruments","USA",10840.28,24.09,19.58,1.71,3.75,3.18,20.89,20.44,0.50%,11.14%,4.60,30.11%,15.27%,15.34%,14.08%,10.46%,6.69%,3.57%,97.81,96.88,1.42%,-25.43%,96.02%,-0.27%,3.08%,6.25,8.45%,14.23%,9.37%,2.59,2.18,0.30,0.31,54.62%,24.37%,15.76%,2.05%,5.83%,15.26%,12.44%,48.41%,28.32%,0.83,1.42,1.07%,1.39%,0.88%,4.01%,11.46%,-0.70%,9.46%,-0.70%,59.42%,60.55,-0.14%,-0.03%,2.70,477.71,0.57,110.64,-0.17%,108514,10/25/2012 8:30:00 AM
391,"ROST","Ross Stores Inc.","Services","Apparel Stores","USA",14114.31,19.57,16.12,1.52,1.54,8.48,19.54,22.54,0.89%,16.49%,3.22,23.51%,11.71%,27.40%,12.89%,9.10%,26.92%,12.03%,223.93,221.05,0.59%,-5.03%,88.09%,-0.02%,1.43%,1.65,21.97%,47.03%,36.01%,1.50,0.64,0.09,0.09,27.76%,12.74%,7.95%,-1.18%,-6.41%,-8.77%,4.89%,52.32%,33.54%,0.71,1.34,2.10%,2.14%,-3.69%,-6.75%,2.31%,-11.68%,1.36%,-11.68%,52.15%,36.52,-0.97%,0.00%,2.20,1915.95,0.66,62.42,-0.97%,505018,11/15/2012
392,"RRC","Range Resources Corporation","Basic Materials","Independent Oil & Gas","USA",11569.29,263.70,62.46,17.06,8.18,4.78,72308.05,,0.22%,59.75%,0.27,-53.53%,70.15%,-28.49%,15.46%,10.35%,20.67%,31.96%,162.49,158.68,2.68%,10.67%,97.04%,6.10%,7.32%,7.13,0.75%,1.86%,0.81%,0.69,0.66,1.09,1.09,86.71%,5.53%,3.13%,1.93%,2.53%,13.47%,25.75%,-2.13%,15.17%,0.53,1.96,3.00%,2.49%,1.47%,3.91%,13.61%,-4.15%,12.10%,-5.18%,35.65%,53.84,-0.91%,0.45%,2.10,1629.86,0.77,70.87,-0.46%,503544,10/24/2012 4:30:00 PM
393,"RRD","R.R. Donnelley & Sons Company","Services","Business Services","USA",1925.60,,5.80,,0.18,1.82,5.22,5.06,9.74%,,-0.26,-159.84%,0.00%,-10.32%,1.80%,2.64%,698.77%,-3.61%,180.30,178.71,0.51%,29.60%,,-0.07%,27.75%,21.69,-0.48%,-2.98%,-0.65%,1.45,1.20,3.22,3.55,23.19%,1.07%,-0.39%,-2.02%,-8.17%,-17.15%,-10.33%,-23.71%,-21.24%,1.89,0.30,2.75%,2.78%,-2.52%,-7.47%,-8.96%,-18.58%,1.81%,-31.26%,9.63%,38.39,0.19%,-0.09%,2.20,2287.08,0.42,10.69,0.09%,384868,8/1/2012 8:30:00 AM
394,"RSG","Republic Services, Inc.","Industrial Goods","Waste Management","USA",10205.92,15.35,13.63,2.33,1.25,1.33,147.27,23.80,3.36%,48.02%,1.82,18.64%,7.33%,2.29%,6.60%,21.69%,230.70%,-1.25%,365.28,364.75,21.45%,19.71%,96.01%,0.84%,1.40%,2.34,3.45%,8.82%,3.83%,0.70,0.68,0.92,0.93,39.98%,16.73%,8.27%,1.09%,-1.06%,3.64%,-8.24%,0.98%,3.94%,0.81,0.37,1.09%,1.28%,2.09%,1.31%,1.65%,-2.00%,4.54%,-8.24%,13.67%,59.69,0.82%,0.29%,2.50,2182.16,0.78,28.25,1.11%,682972,11/1/2012 4:30:00 PM
395,"RTN","Raytheon Co.","Industrial Goods","Aerospace/Defense - Major Diversified","USA",18669.48,9.78,10.06,1.14,0.76,2.16,6.42,19.43,3.56%,31.86%,5.75,10.34%,5.08%,14.93%,8.58%,4.75%,17.22%,-3.37%,332.02,330.94,0.58%,-5.40%,78.23%,0.11%,2.13%,4.11,8.10%,20.90%,10.45%,1.62,0.60,0.53,0.53,21.80%,12.38%,8.12%,2.20%,-2.16%,-0.12%,8.13%,38.87%,19.43%,0.71,0.72,1.13%,1.24%,0.92%,0.77%,8.08%,-2.75%,5.54%,-2.75%,40.41%,56.93,0.41%,0.20%,2.70,1710.79,0.35,56.57,0.60%,242908,10/25/2012 8:30:00 AM
396,"S","Sprint Nextel Corp.","Technology","Wireless Communications","USA",17072.16,,,,0.49,1.85,2.52,96.45,,,-1.28,16.79%,41.70%,-73.48%,0.90%,-3.86%,-61.89%,6.40%,3000.38,2995.57,0.24%,8.11%,89.44%,0.12%,2.94%,1.03,-7.83%,-34.06%,-9.36%,1.58,1.47,2.27,2.30,41.89%,-3.22%,-11.09%,14.95%,7.97%,55.46%,125.79%,102.49%,143.16%,1.13,0.29,5.51%,5.17%,6.13%,11.37%,70.97%,-5.13%,34.51%,-5.13%,172.86%,60.03,0.53%,0.18%,2.70,85102.30,1.66,5.73,0.70%,56511572,10/25/2012 8:30:00 AM
397,"SAI","SAIC, Inc.","Services","Technical Services","USA",3777.22,,8.19,,0.35,1.60,5.00,18.16,4.34%,,-0.06,-101.62%,0.00%,8.88%,6.30%,5.60%,1.80%,9.71%,341.83,340.31,0.50%,5.56%,51.89%,2.14%,2.68%,2.70,-0.39%,-0.84%,-0.60%,1.78,1.54,0.55,0.55,9.06%,2.48%,-0.21%,-1.07%,-11.95%,-2.47%,-6.67%,-7.92%,-7.30%,0.38,0.22,1.87%,1.75%,-5.37%,-6.93%,-6.83%,-14.21%,1.80%,-20.02%,9.12%,30.69,-1.30%,1.00%,2.80,3374.72,0.60,11.02,-0.32%,809418,8/30/2012 4:30:00 PM
398,"SBUX","Starbucks Corporation","Services","Specialty Eateries","USA",37209.60,27.35,22.99,1.48,2.87,6.92,14.90,81.74,1.39%,37.10%,1.79,30.80%,19.66%,17.14%,18.51%,8.48%,18.59%,12.67%,760.00,739.23,0.08%,-1.05%,76.56%,-0.14%,1.47%,1.23,17.96%,28.46%,24.02%,2.26,1.65,0.10,0.10,26.40%,14.86%,10.67%,3.40%,-1.41%,-7.78%,-18.28%,20.68%,7.53%,1.22,1.05,1.84%,2.16%,-1.37%,-0.62%,-4.86%,-6.42%,11.38%,-20.97%,21.73%,48.47,-0.29%,-0.33%,2.00,8825.84,0.70,48.66,-0.61%,2472974,11/1/2012 4:30:00 PM
399,"SCG","SCANA Corp.","Utilities","Electric Utilities","USA",6348.36,16.17,14.62,3.22,1.53,1.59,226.73,,4.07%,64.19%,3.01,-0.16%,6.05%,2.51%,5.03%,-0.68%,25.29%,-9.20%,130.41,115.77,0.03%,,50.05%,0.23%,5.07%,10.95,2.95%,10.13%,3.35%,0.84,0.57,1.17,1.38,33.53%,20.08%,9.56%,-0.14%,1.18%,1.37%,10.84%,23.96%,11.55%,0.51,0.50,0.92%,1.06%,1.21%,1.94%,7.09%,-0.16%,5.18%,-1.44%,26.58%,59.95,0.66%,0.23%,2.70,535.44,0.42,49.11,0.88%,90844,10/31/2012 8:30:00 AM
400,"SCHW","The Charles Schwab Corporation","Financial","Investment Brokerage - National","USA",16971.14,19.88,17.76,1.77,3.56,1.86,2.10,,1.80%,36.23%,0.67,84.89%,8.70%,0.29%,11.23%,1.71%,4.16%,7.82%,1274.11,1080.64,0.41%,-58.05%,74.85%,0.00%,3.82%,4.36,0.81%,11.20%,8.60%,,,0.22,0.22,,28.47%,17.90%,3.02%,-6.13%,2.94%,-4.03%,13.65%,20.00%,1.29,0.32,2.45%,2.41%,2.53%,0.98%,2.91%,-8.14%,6.42%,-12.72%,27.65%,55.60,0.75%,0.08%,2.80,9462.38,0.80,13.43,0.83%,3017990,10/10/2012
401,"SE","Spectra Energy Corp.","Basic Materials","Oil & Gas Pipelines","USA",19416.35,18.02,16.61,2.95,3.73,2.27,152.88,,3.77%,66.85%,1.65,10.61%,14.01%,3.76%,6.10%,3.52%,-22.18%,-6.40%,652.87,651.67,0.11%,4.36%,65.66%,0.19%,1.48%,3.35,4.20%,12.88%,4.83%,0.41,0.32,1.12,1.37,50.92%,32.46%,22.74%,-0.54%,2.59%,-0.93%,-0.47%,15.05%,-0.57%,0.95,0.35,1.37%,1.05%,1.86%,2.96%,1.33%,-0.79%,7.00%,-5.33%,17.20%,60.65,0.57%,0.24%,2.50,2870.12,0.38,29.98,0.81%,436764,11/1/2012 8:30:00 AM
402,"SEE","Sealed Air Corporation","Consumer Goods","Packaging & Containers","USA",3098.79,319.20,11.74,45.60,0.43,1.08,6.15,,3.26%,2437.50%,0.05,-44.44%,37.37%,-11.44%,7.00%,5.44%,-119.65%,65.30%,194.16,175.94,0.84%,10.13%,75.68%,-0.41%,6.54%,3.27,0.06%,0.15%,0.07%,1.31,0.93,1.72,1.74,28.50%,5.25%,0.07%,2.37%,-0.25%,4.38%,-15.02%,-2.21%,-4.94%,1.36,0.37,2.22%,2.24%,2.80%,8.77%,-4.08%,-3.58%,24.96%,-22.93%,41.89%,62.64,0.87%,0.44%,2.30,3517.98,0.56,16.17,1.32%,794216,10/31/2012 8:30:00 AM
403,"SHW","The Sherwin-Williams Company","Industrial Goods","General Building Materials","USA",15761.92,30.90,19.74,1.97,1.70,10.25,338.09,30.38,1.02%,30.16%,4.97,-1.69%,21.00%,-0.28%,15.65%,2.34%,31.10%,9.27%,102.63,85.06,0.92%,-16.01%,72.01%,-0.05%,4.27%,3.87,9.28%,34.94%,16.49%,1.04,0.63,0.41,0.81,43.01%,9.28%,5.64%,2.47%,5.18%,20.64%,31.90%,100.47%,73.77%,0.66,2.73,1.82%,1.83%,2.99%,6.48%,26.63%,-1.15%,13.38%,-1.15%,104.98%,64.31,0.12%,0.61%,2.80,939.98,0.94,154.70,0.73%,353245,10/25/2012 8:30:00 AM
404,"SIAL","Sigma-Aldrich Corporation","Basic Materials","Specialty Chemicals","USA",8895.18,19.70,17.45,2.79,3.47,3.78,14.39,34.61,1.09%,20.09%,3.74,19.01%,9.61%,12.61%,7.06%,6.86%,3.44%,4.24%,120.76,120.46,0.04%,-3.90%,84.55%,0.08%,5.67%,12.40,13.03%,19.76%,15.95%,2.43,1.48,0.13,0.32,52.71%,25.69%,17.82%,2.53%,-0.46%,1.88%,3.06%,15.51%,18.92%,0.89,1.10,1.39%,1.37%,2.08%,2.97%,5.16%,-0.56%,6.60%,-0.63%,28.16%,61.36,0.60%,0.22%,2.70,550.35,0.98,74.26,0.81%,216916,10/23/2012 8:30:00 AM
405,"SJM","The J. M. Smucker Company","Consumer Goods","Processed & Packaged Goods","USA",9183.95,20.67,14.85,2.57,1.61,1.77,29.49,18.49,2.48%,48.22%,4.06,1.07%,8.86%,8.05%,8.04%,20.80%,3.11%,15.21%,109.45,104.67,1.66%,1.68%,74.30%,-8.52%,3.27%,5.08,5.09%,8.61%,5.58%,2.53,1.10,0.39,0.40,33.66%,13.81%,8.04%,-0.17%,-3.57%,11.21%,6.99%,15.66%,9.43%,0.66,1.10,1.35%,1.27%,-0.47%,1.28%,8.80%,-2.84%,12.58%,-2.84%,22.61%,50.61,0.86%,0.81%,2.50,672.37,0.62,85.32,1.68%,167482,11/16/2012
406,"SLB","Schlumberger Limited","Basic Materials","Oil & Gas Equipment & Services","USA",97563.24,18.43,14.59,1.17,2.34,2.97,27.93,739.12,1.50%,26.07%,3.99,3.82%,18.59%,3.12%,15.78%,15.24%,27.47%,16.34%,1327.03,1323.00,0.01%,29.21%,75.96%,0.03%,0.95%,2.04,9.74%,16.64%,12.46%,1.83,1.41,0.24,0.32,21.32%,17.08%,12.96%,2.50%,-4.69%,7.31%,5.95%,10.52%,8.85%,1.41,1.36,1.48%,1.76%,1.47%,0.40%,4.03%,-5.99%,4.39%,-7.96%,25.24%,54.56,0.33%,0.01%,1.70,6164.64,0.87,73.77,0.34%,2147650,10/19/2012 8:30:00 AM
407,"SLM","SLM Corporation","Financial","Credit Services","USA",8040.82,10.51,7.32,1.37,1.32,1.63,2.66,3.22,2.92%,27.31%,1.63,3.47%,9.86%,-16.69%,7.65%,-8.04%,1554.28%,41.90%,469.40,466.14,0.06%,-6.63%,98.08%,-0.02%,1.74%,2.29,0.43%,18.70%,0.50%,,,31.53,36.50,61.24%,21.53%,13.78%,2.94%,3.25%,7.67%,16.53%,36.28%,31.06%,1.39,0.37,2.25%,2.13%,4.37%,6.54%,13.18%,-1.21%,12.27%,-1.21%,48.52%,64.60,-0.06%,0.47%,1.60,3535.88,0.78,17.20,0.41%,1110037,10/17/2012 4:30:00 PM
408,"SNA","Snap-on Inc.","Industrial Goods","Small Tools & Accessories","USA",4282.90,14.94,13.34,1.15,1.47,2.62,24.67,34.40,1.85%,27.22%,4.93,47.39%,8.45%,23.27%,13.00%,3.06%,-2.11%,1.54%,58.16,57.80,0.31%,12.48%,85.39%,-0.22%,1.96%,3.38,7.74%,18.09%,9.50%,2.61,1.93,0.59,0.60,47.37%,16.95%,10.08%,2.95%,1.57%,20.66%,24.77%,56.61%,47.84%,1.54,1.07,1.37%,1.43%,2.35%,3.78%,17.40%,-0.85%,10.37%,-0.85%,58.30%,62.33,0.42%,-0.42%,2.00,335.39,0.96,73.64,-0.01%,128675,10/18/2012 8:30:00 AM
409,"SNDK","SanDisk Corp.","Technology","Data Storage Devices","USA",10825.82,17.17,14.27,1.39,2.07,1.54,4.26,107.87,,0.00%,2.61,-25.85%,75.42%,33.30%,12.38%,11.69%,-94.79%,-24.93%,241.54,240.89,0.09%,4.82%,89.11%,-0.36%,4.11%,1.98,6.56%,9.58%,7.68%,2.27,1.79,0.11,0.23,37.69%,19.69%,12.27%,3.30%,-2.03%,30.82%,9.96%,-2.50%,-8.92%,1.83,1.29,2.79%,2.91%,1.91%,3.49%,5.55%,-4.77%,10.90%,-16.29%,44.40%,56.38,0.31%,-0.47%,2.30,4985.95,0.89,44.75,-0.16%,1778519,10/18/2012 4:30:00 PM
410,"SNI","Scripps Networks Interactive, Inc.","Services","Broadcasting - TV","USA",9386.37,20.00,16.54,1.41,4.28,6.38,35.86,19.07,0.76%,13.92%,3.15,20.49%,14.07%,14.83%,14.14%,9.38%,18.72%,12.55%,148.99,81.46,0.22%,-57.31%,69.65%,0.19%,5.82%,5.84,18.83%,31.58%,22.51%,6.34,,0.94,0.94,,41.14%,30.23%,-0.43%,1.55%,16.26%,30.19%,56.25%,49.54%,1.11,1.04,1.71%,1.61%,0.40%,2.97%,19.22%,-2.81%,8.12%,-2.81%,70.64%,56.07,-0.97%,0.29%,2.70,811.90,0.70,62.57,-0.68%,226430,8/2/2012 8:30:00 AM
411,"SO","Southern Company","Utilities","Electric Utilities","USA",39864.18,18.50,16.33,3.44,2.36,2.09,60.49,,4.27%,76.34%,2.48,8.06%,6.04%,3.93%,5.38%,4.23%,1.03%,-7.52%,868.69,862.44,0.02%,6.11%,44.60%,0.11%,0.89%,1.94,3.82%,12.35%,4.25%,1.05,0.62,1.01,1.14,40.17%,24.54%,13.21%,-0.13%,2.14%,-3.02%,2.89%,11.60%,2.32%,0.26,0.44,0.91%,0.91%,1.57%,1.38%,3.01%,-2.35%,4.13%,-3.34%,14.05%,61.85,0.89%,0.39%,3.00,3944.65,0.74,46.48,1.29%,1165106,10/31/2012 7:30:00 AM
412,"SPG","Simon Property Group Inc.","Financial","REIT - Retail","USA",46708.29,30.43,42.54,3.18,10.26,7.86,73.15,86.96,2.73%,73.81%,5.06,66.05%,-19.91%,9.93%,9.58%,5.26%,1.60%,14.14%,303.34,297.96,0.07%,-4.50%,97.80%,0.19%,1.29%,3.11,6.43%,28.13%,7.13%,,,3.78,3.78,80.77%,45.11%,39.94%,1.14%,-5.84%,-2.67%,4.70%,40.10%,21.85%,1.48,1.99,0.88%,1.20%,-0.40%,-2.37%,3.82%,-6.94%,2.17%,-6.94%,39.22%,42.54,-0.32%,-0.47%,2.10,1232.57,0.87,152.77,-0.79%,429230,10/25/2012 8:30:00 AM
413,"SPLS","Staples, Inc.","Services","Specialty Retail, Other","USA",7710.89,8.50,7.96,0.88,0.31,1.14,7.83,8.57,3.89%,31.16%,1.33,15.17%,4.41%,1.22%,9.70%,6.62%,-28.77%,-5.52%,682.38,677.08,0.45%,14.98%,92.68%,1.12%,11.54%,5.15,6.88%,13.20%,9.76%,1.56,0.89,0.23,0.30,26.80%,6.25%,3.72%,-3.25%,-4.64%,-10.81%,-27.98%,-18.71%,-16.61%,0.93,0.35,2.77%,2.92%,-1.75%,-1.60%,-15.74%,-15.34%,9.06%,-31.23%,9.06%,48.46,1.60%,-0.53%,2.80,15183.53,0.43,11.42,1.06%,2605475,11/14/2012 8:30:00 AM
414,"SRCL","Stericycle, Inc.","Industrial Goods","Waste Management","USA",7885.80,31.21,25.02,2.04,4.39,5.75,144.35,25.30,,0.00%,2.95,12.40%,12.54%,18.24%,15.32%,16.24%,23.24%,14.26%,85.65,82.58,2.35%,-17.26%,93.28%,-0.11%,4.87%,10.50,8.20%,19.76%,9.09%,1.44,,0.94,1.00,44.89%,25.27%,14.39%,2.70%,-1.95%,-1.17%,4.92%,10.36%,18.16%,0.25,1.19,1.25%,1.35%,1.96%,1.63%,5.59%,-1.95%,4.73%,-1.95%,22.59%,60.21,0.95%,-0.09%,2.10,382.74,0.40,92.86,0.86%,61715,10/24/2012
415,"SRE","Sempra Energy","Utilities","Gas Utilities","USA",16406.60,18.60,15.86,2.86,1.70,1.66,74.24,,3.54%,58.69%,3.65,88.51%,1.90%,6.12%,6.50%,-3.12%,-87.95%,-13.75%,241.70,240.99,0.15%,-5.23%,69.78%,0.05%,0.76%,1.77,2.83%,9.11%,3.26%,0.46,0.40,1.04,1.18,31.73%,17.34%,9.68%,1.71%,4.67%,-2.49%,8.96%,34.74%,26.97%,0.49,0.71,0.96%,1.06%,3.98%,2.92%,8.88%,-1.89%,7.51%,-4.77%,40.22%,69.85,0.19%,0.32%,2.50,1036.21,0.42,68.23,0.52%,176108,11/01/2012
416,"STI","SunTrust Banks, Inc.","Financial","Money Center Banks","USA",15373.60,19.16,10.23,1.84,2.52,0.75,2.66,5.17,0.70%,13.41%,1.49,634.18%,-16.47%,-30.57%,10.39%,-8.79%,54.57%,-3.49%,538.48,536.77,0.20%,11.38%,77.04%,0.19%,2.72%,2.38,0.47%,4.01%,,,,0.64,1.10,,11.40%,9.68%,-5.68%,-2.02%,15.63%,24.29%,59.32%,62.31%,1.48,0.85,2.84%,2.42%,-0.28%,6.52%,21.68%,-5.85%,20.89%,-5.85%,84.77%,52.71,0.98%,0.56%,2.40,6140.34,0.99,28.99,1.54%,2425895,10/22/2012 8:30:00 AM
417,"STJ","St. Jude Medical Inc.","Healthcare","Medical Appliances & Equipment","USA",13475.43,17.04,11.89,1.66,2.41,2.98,11.10,18.09,2.14%,34.49%,2.52,-8.05%,5.25%,11.42%,10.28%,11.19%,6.89%,-2.54%,313.82,306.82,0.09%,7.62%,86.92%,0.04%,2.09%,2.58,8.83%,17.25%,9.92%,3.59,2.97,0.64,0.65,73.88%,19.79%,14.43%,1.47%,1.97%,14.38%,13.15%,17.48%,27.31%,0.77,0.70,1.47%,1.44%,-5.41%,0.33%,2.51%,-7.82%,10.85%,-8.48%,28.47%,38.53,0.42%,-6.45%,2.20,2489.42,4.48,40.34,-6.05%,4465691,10/17/2012 8:30:00 AM
418,"STT","State Street Corp.","Financial","Regional - Northeast Banks","USA",20855.66,11.80,10.08,1.21,6.85,1.05,3.43,6.27,2.21%,22.58%,3.69,22.66%,11.92%,3.05%,9.76%,-7.39%,-1.93%,9.32%,479.11,477.26,0.22%,-0.94%,88.46%,0.13%,1.12%,1.34,0.95%,9.35%,,,,0.32,1.04,,25.03%,19.33%,4.92%,-0.30%,5.22%,-2.03%,31.27%,9.81%,1.39,0.82,2.35%,1.76%,5.17%,5.72%,5.48%,0.10%,10.08%,-4.71%,34.05%,67.74,1.42%,0.57%,2.20,3965.88,1.03,44.40,2.00%,1644657,10/16/2012
419,"STX","Seagate Technology PLC","Technology","Data Storage Devices","Ireland",11205.36,4.43,4.40,0.25,0.75,3.24,5.29,4.97,4.48%,12.81%,6.45,493.10%,-4.98%,33.07%,17.57%,5.63%,785.15%,56.77%,392.07,342.91,12.54%,-8.35%,72.60%,-52.32%,7.12%,2.37,29.61%,96.04%,45.89%,1.86,1.59,0.82,0.82,31.36%,20.81%,19.16%,-0.38%,-3.93%,4.84%,0.49%,162.93%,79.18%,2.39,0.88,2.83%,2.98%,-4.63%,-9.72%,5.23%,-20.27%,4.90%,-20.27%,164.01%,33.01,-0.07%,-0.31%,2.80,10283.61,0.50,28.47,-0.38%,2075208,10/30/2012 4:30:00 PM
420,"STZ","Constellation Brands Inc.","Consumer Goods","Beverages - Wineries & Distillers","USA",6528.42,19.24,12.92,1.79,2.45,2.49,36.57,11.45,,0.00%,1.86,-18.68%,34.47%,6.72%,10.77%,-12.64%,-12.73%,1.20%,182.46,174.33,0.29%,-7.03%,84.47%,0.16%,1.92%,1.22,5.37%,15.21%,5.93%,3.32,1.24,1.50,1.52,40.05%,17.79%,15.19%,2.88%,8.62%,21.91%,67.82%,79.35%,73.10%,1.13,0.85,1.99%,2.36%,7.42%,11.27%,46.14%,0.30%,25.03%,0.30%,103.96%,68.51,1.95%,0.36%,2.30,2734.71,0.97,36.61,2.32%,1063629,10/5/2012 8:30:00 AM
421,"SUN","Sunoco, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",4896.13,,25.83,,0.10,5.35,2.60,26.18,1.71%,,-8.54,-732.97%,20.67%,-32.99%,3.20%,3.92%,1549.09%,8.05%,104.73,104.39,0.15%,6.80%,79.05%,-0.10%,2.91%,1.37,-6.52%,-52.56%,-12.64%,1.28,1.16,2.78,2.78,4.58%,-3.03%,-1.51%,0.00%,-0.93%,-2.40%,22.54%,39.10%,15.52%,0.65,0.27,0.00%,0.68%,-0.12%,-0.79%,6.37%,-2.56%,0.91%,-7.37%,40.84%,44.64,0.00%,0.00%,3.00,2219.66,20.10,46.75,0.00%,0,8/2/2012 4:30:00 PM
422,"SWK","Stanley Black & Decker, Inc.","Industrial Goods","Machine Tools & Accessories","USA",12159.16,19.87,11.42,1.59,1.12,1.79,21.04,34.32,2.71%,43.33%,3.64,201.97%,15.09%,4.07%,12.47%,21.63%,-19.26%,8.10%,168.13,166.51,1.37%,-3.76%,86.08%,0.40%,2.95%,2.85,3.77%,8.76%,4.87%,1.14,0.72,0.43,0.57,36.46%,6.80%,5.64%,0.11%,-4.16%,15.18%,-6.58%,32.07%,9.06%,1.45,1.79,2.56%,2.30%,-7.91%,-3.33%,-1.91%,-12.41%,6.51%,-14.90%,26.21%,36.75,0.97%,-5.88%,2.00,1722.38,3.45,68.73,-4.96%,2378710,10/17/2012 8:30:00 AM
423,"SWN","Southwestern Energy Co.","Basic Materials","Independent Oil & Gas","USA",12606.36,,22.43,,4.55,3.59,303.77,,,,-0.14,5.39%,27.78%,30.87%,7.28%,31.08%,-393.00%,-21.62%,349.11,343.02,0.46%,-8.54%,92.34%,-0.03%,6.70%,5.17,-0.66%,-1.37%,-0.74%,1.13,1.09,0.47,0.47,66.47%,-1.52%,-1.69%,0.95%,4.85%,14.27%,28.00%,-7.15%,13.06%,0.60,0.95,2.43%,2.41%,3.42%,8.13%,14.51%,-1.84%,19.48%,-18.42%,41.20%,62.75,-0.55%,0.78%,2.30,4444.52,0.79,36.19,0.22%,1412468,10/22/2012
424,"SWY","Safeway Inc.","Services","Grocery Stores","USA",3812.84,8.25,7.62,0.86,0.09,1.37,18.80,,4.40%,31.09%,1.93,-3.27%,5.56%,-5.02%,9.63%,1.66%,20.00%,-0.15%,239.50,237.27,0.16%,51.34%,,0.22%,30.99%,10.63,3.64%,14.29%,5.01%,1.06,0.30,2.29,2.31,26.58%,2.37%,1.20%,-2.03%,-3.46%,-2.45%,-25.85%,-6.63%,-22.23%,0.75,0.42,3.26%,2.46%,0.54%,1.31%,-12.45%,-4.34%,8.30%,-28.18%,11.06%,52.63,1.27%,0.38%,2.80,6917.39,0.99,16.18,1.65%,2745951,10/11/2012 8:30:00 AM
425,"SYK","Stryker Corp.","Healthcare","Medical Appliances & Equipment","USA",20338.32,14.65,12.01,1.37,2.39,2.56,5.88,19.54,1.59%,22.40%,3.65,8.33%,8.80%,13.01%,10.66%,10.05%,7.53%,2.96%,380.44,305.54,0.04%,-88.31%,66.03%,1.09%,1.57%,2.45,11.76%,17.84%,13.51%,4.83,3.97,0.22,0.22,67.23%,20.94%,16.48%,1.38%,-4.57%,0.17%,-2.85%,11.91%,8.79%,0.88,0.85,1.38%,1.38%,-2.21%,-1.42%,0.22%,-5.81%,3.15%,-6.01%,19.16%,43.26,-1.02%,0.73%,2.10,1964.37,1.66,53.30,-0.30%,1306005,10/17/2012 4:00:00 PM
426,"SYMC","Symantec Corporation","Technology","Security Software & Services","USA",12859.54,11.74,10.29,1.26,1.91,2.58,3.13,9.03,,0.00%,1.56,106.29%,9.20%,30.67%,9.29%,5.30%,-4.32%,0.91%,701.94,700.25,0.39%,33.70%,93.19%,0.02%,1.06%,0.74,9.02%,24.11%,14.20%,1.02,1.02,0.42,0.61,83.59%,15.51%,17.11%,3.68%,-4.13%,34.90%,0.88%,3.97%,17.06%,0.89,0.33,1.87%,1.86%,-0.51%,-0.39%,7.59%,-7.88%,6.64%,-7.88%,37.83%,47.86,-1.10%,-0.66%,2.30,9987.14,0.51,18.00,-1.75%,2056235,10/24/2012 4:30:00 PM
427,"SYY","Sysco Corp.","Services","Food Wholesale","USA",18543.96,16.63,14.63,2.46,0.44,3.95,26.92,,3.42%,55.87%,1.90,-2.69%,9.64%,3.57%,6.75%,3.88%,-7.59%,5.94%,587.02,586.09,0.13%,16.84%,76.35%,-0.88%,5.67%,10.60,9.55%,23.89%,13.61%,1.78,1.14,0.59,0.64,18.11%,4.46%,2.65%,1.15%,4.40%,9.61%,8.37%,25.21%,11.63%,0.71,0.34,1.01%,1.17%,1.64%,4.07%,9.06%,-0.55%,12.24%,-0.55%,26.07%,67.57,-0.11%,0.28%,3.10,3137.79,0.32,31.65,0.17%,397713,8/13/2012 8:30:00 AM
